transaction_id,customer_id,date,amount,type,status
T000582,C0472,2026-03-28,49,subscription,successful
T000583,C0472,2026-04-28,49,subscription,successful
T000584,C0473,2026-02-10,49,subscription,successful
T000585,C0473,2026-03-10,49,subscription,successful
T000586,C0473,2026-04-10,49,subscription,successful
T000587,C0474,2026-04-29,49,subscription,successful
T000588,C0480,2026-03-21,199,subscription,successful
T000589,C0480,2026-04-21,199,subscription,successful
T000590,C0482,2026-01-13,49,subscription,successful
T000591,C0482,2026-02-13,49,subscription,successful
T000592,C0482,2026-03-13,49,subscription,successful
T000593,C0482,2026-04-13,49,subscription,successful
T000594,C0483,2026-01-10,49,subscription,successful
T000595,C0483,2026-02-10,49,subscription,successful
T000596,C0483,2026-03-10,49,subscription,successful
T000597,C0483,2026-04-10,49,subscription,successful
T000598,C0484,2026-03-10,199,subscription,successful
T000599,C0484,2026-04-10,199,subscription,successful
T000600,C0486,2026-03-06,199,subscription,successful
T000601,C0486,2026-04-06,199,subscription,successful
T000602,C0487,2026-02-03,49,subscription,successful
T000603,C0487,2026-03-03,49,subscription,successful
T000604,C0487,2026-04-03,49,subscription,successful
T000605,C0490,2026-02-14,49,subscription,successful
T000606,C0490,2026-03-14,49,subscription,successful
T000607,C0490,2026-04-14,49,subscription,successful
T000608,C0491,2026-04-23,199,subscription,successful
T000609,C0492,2026-01-09,199,subscription,successful
T000610,C0492,2026-02-09,199,subscription,successful
T000611,C0492,2026-03-09,199,subscription,successful
T000612,C0492,2026-04-09,199,subscription,successful
T000613,C0493,2026-04-23,49,subscription,successful
T000614,C0495,2026-02-17,199,subscription,successful
T000615,C0495,2026-03-17,199,subscription,successful
T000616,C0495,2026-04-17,199,subscription,successful
T000617,C0498,2026-02-26,49,subscription,successful
T000618,C0498,2026-03-26,49,subscription,successful
T000619,C0498,2026-04-26,49,subscription,successful
T000620,C0499,2026-04-17,199,subscription,successful
T000621,C0500,2026-03-11,49,subscription,successful
T000622,C0500,2026-04-11,49,subscription,successful
T000623,C0503,2026-03-20,49,subscription,successful
T000624,C0503,2026-04-20,49,subscription,successful
T000625,C0504,2026-04-14,49,subscription,successful
T000626,C0505,2026-03-25,49,subscription,successful
T000627,C0505,2026-04-25,49,subscription,successful
T000628,C0506,2026-03-09,49,subscription,successful
T000629,C0506,2026-04-09,49,subscription,successful
T000630,C0508,2026-03-27,49,subscription,successful
T000631,C0508,2026-04-27,49,subscription,successful
T000632,C0509,2026-04-15,199,subscription,successful
T000633,C0511,2026-02-08,199,subscription,successful
T000634,C0511,2026-03-08,199,subscription,successful
T000635,C0511,2026-04-08,199,subscription,successful
T000636,C0514,2026-01-14,49,subscription,successful
T000637,C0514,2026-02-14,49,subscription,successful
T000638,C0514,2026-03-14,49,subscription,successful
T000639,C0514,2026-04-14,49,subscription,successful
T000640,C0515,2026-04-23,199,subscription,successful
T000641,C0518,2026-01-15,49,subscription,successful
T000642,C0518,2026-02-15,49,subscription,successful
T000643,C0518,2026-03-15,49,subscription,successful
T000644,C0518,2026-04-15,49,subscription,successful
T000645,C0519,2026-04-24,49,subscription,successful
T000646,C0520,2026-01-14,199,subscription,successful
T000647,C0520,2026-02-14,199,subscription,successful
T000648,C0520,2026-03-14,199,subscription,successful
T000649,C0520,2026-04-14,199,subscription,successful
T000650,C0522,2026-03-12,49,subscription,successful
T000651,C0522,2026-04-12,49,subscription,successful
T000652,C0523,2026-01-20,49,subscription,successful
T000653,C0523,2026-02-20,49,subscription,successful
T000654,C0523,2026-03-20,49,subscription,successful
T000655,C0523,2026-04-20,49,subscription,successful
T000656,C0526,2026-03-19,49,subscription,successful
T000657,C0526,2026-04-19,49,subscription,successful
T000658,C0527,2026-01-27,49,subscription,successful
T000659,C0527,2026-02-27,49,subscription,successful
T000660,C0527,2026-03-27,49,subscription,successful
T000661,C0527,2026-04-27,49,subscription,successful
T000662,C0530,2026-01-27,199,subscription,successful
T000663,C0530,2026-02-27,199,subscription,successful
T000664,C0530,2026-03-27,199,subscription,successful
T000665,C0530,2026-04-27,199,subscription,successful
T000666,C0531,2026-03-29,49,subscription,successful
T000667,C0531,2026-04-29,49,subscription,successful
T000668,C0535,2026-03-06,199,subscription,successful
T000669,C0535,2026-04-06,199,subscription,successful
T000670,C0536,2026-03-04,199,subscription,successful
T000671,C0536,2026-04-04,199,subscription,successful
T000672,C0537,2026-02-02,199,subscription,successful
T000673,C0537,2026-03-02,199,subscription,successful
T000674,C0537,2026-04-02,199,subscription,successful
T000675,C0538,2026-04-26,49,subscription,successful
T000676,C0543,2026-03-23,199,subscription,successful
T000677,C0543,2026-04-23,199,subscription,successful
T000678,C0544,2026-02-24,49,subscription,successful
T000679,C0544,2026-03-24,49,subscription,successful
T000680,C0544,2026-04-24,49,subscription,successful
T000681,C0545,2026-04-17,49,subscription,successful
T000682,C0550,2026-04-09,199,subscription,successful
T000683,C0551,2026-01-17,49,subscription,successful
T000684,C0551,2026-02-17,49,subscription,successful
T000685,C0551,2026-03-17,49,subscription,successful
T000686,C0551,2026-04-17,49,subscription,successful
T000687,C0552,2026-03-23,49,subscription,successful
T000688,C0552,2026-04-23,49,subscription,successful
T000689,C0555,2026-04-05,199,subscription,successful
T000690,C0557,2026-03-12,49,subscription,successful
T000691,C0557,2026-04-12,49,subscription,successful
T000692,C0558,2026-04-01,49,subscription,successful
T000693,C0565,2026-03-30,199,subscription,successful
T000694,C0565,2026-04-30,199,subscription,successful
T000695,C0567,2026-01-20,49,subscription,successful
T000696,C0567,2026-02-20,49,subscription,successful
T000697,C0567,2026-03-20,49,subscription,successful
T000698,C0567,2026-04-20,49,subscription,successful
T000699,C0572,2026-03-16,199,subscription,successful
T000700,C0572,2026-04-16,199,subscription,successful
T000701,C0573,2026-03-12,49,subscription,successful
T000702,C0573,2026-04-12,49,subscription,successful
T000703,C0576,2026-01-17,199,subscription,successful
T000704,C0576,2026-02-17,199,subscription,successful
T000705,C0576,2026-03-17,199,subscription,successful
T000706,C0576,2026-04-17,199,subscription,successful
T000707,C0578,2026-02-09,49,subscription,successful
T000708,C0578,2026-03-09,49,subscription,successful
T000709,C0578,2026-04-09,49,subscription,successful
T000710,C0580,2026-04-26,199,subscription,successful
T000711,C0582,2026-04-12,49,subscription,successful
T000712,C0583,2026-04-21,49,subscription,successful
T000713,C0584,2026-01-06,49,subscription,successful
T000714,C0584,2026-02-06,49,subscription,successful
T000715,C0584,2026-03-06,49,subscription,successful
T000716,C0584,2026-04-06,49,subscription,successful
T000717,C0586,2026-02-15,49,subscription,successful
T000718,C0586,2026-03-15,49,subscription,successful
T000719,C0586,2026-04-15,49,subscription,successful
T000720,C0590,2026-03-27,199,subscription,successful
T000721,C0590,2026-04-27,199,subscription,successful
T000722,C0591,2026-01-14,49,subscription,successful
T000723,C0591,2026-02-14,49,subscription,successful
T000724,C0591,2026-03-14,49,subscription,successful
T000725,C0591,2026-04-14,49,subscription,successful
T000726,C0592,2026-02-15,49,subscription,successful
T000727,C0592,2026-03-15,49,subscription,successful
T000728,C0592,2026-04-15,49,subscription,successful
T000729,C0593,2026-04-10,49,subscription,successful
T000730,C0594,2026-03-13,199,subscription,successful
T000731,C0594,2026-04-13,199,subscription,successful
T000732,C0596,2026-04-22,49,subscription,successful
T000733,C0597,2026-02-22,49,subscription,successful
T000734,C0597,2026-03-22,49,subscription,successful
T000735,C0597,2026-04-22,49,subscription,successful
T000736,C0599,2026-04-06,49,subscription,successful
T000737,C0601,2026-04-29,49,subscription,successful
T000738,C0602,2026-04-30,49,subscription,successful
T000739,C0614,2026-04-29,199,subscription,successful
T000740,C0615,2026-02-12,49,subscription,successful
T000741,C0615,2026-03-12,49,subscription,successful
T000742,C0615,2026-04-12,49,subscription,successful
T000743,C0617,2026-04-30,199,subscription,successful
T000744,C0620,2026-03-27,49,subscription,successful
T000745,C0620,2026-04-27,49,subscription,successful
T000746,C0621,2026-04-21,199,subscription,successful
T000747,C0625,2026-02-04,49,subscription,successful
T000748,C0625,2026-03-04,49,subscription,successful
T000749,C0625,2026-04-04,49,subscription,successful
T000750,C0627,2026-04-11,199,subscription,successful
T000751,C0628,2026-03-31,49,subscription,successful
T000752,C0628,2026-04-30,49,subscription,successful
T000753,C0629,2026-01-14,49,subscription,successful
T000754,C0629,2026-02-14,49,subscription,successful
T000755,C0629,2026-03-14,49,subscription,successful
T000756,C0629,2026-04-14,49,subscription,successful
T000757,C0630,2026-02-18,49,subscription,successful
T000758,C0630,2026-03-18,49,subscription,successful
T000759,C0630,2026-04-18,49,subscription,successful
T000760,C0634,2026-03-02,49,subscription,successful
T000761,C0634,2026-04-02,49,subscription,successful
T000762,C0636,2026-01-26,49,subscription,successful
T000763,C0636,2026-02-26,49,subscription,successful
T000764,C0636,2026-03-26,49,subscription,successful
T000765,C0636,2026-04-26,49,subscription,successful
T000766,C0637,2026-04-15,49,subscription,successful
T000767,C0641,2026-02-09,199,subscription,successful
T000768,C0641,2026-03-09,199,subscription,successful
T000769,C0641,2026-04-09,199,subscription,successful
T000770,C0646,2026-01-29,49,subscription,successful
T000771,C0646,2026-02-28,49,subscription,successful
T000772,C0646,2026-03-28,49,subscription,successful
T000773,C0646,2026-04-28,49,subscription,successful
T000774,C0649,2026-01-25,49,subscription,successful
T000775,C0649,2026-02-25,49,subscription,successful
T000776,C0649,2026-03-25,49,subscription,successful
T000777,C0649,2026-04-25,49,subscription,successful
T000778,C0651,2026-02-12,49,subscription,successful
T000779,C0651,2026-03-12,49,subscription,successful
T000780,C0651,2026-04-12,49,subscription,successful
T000781,C0652,2026-02-05,49,subscription,successful
T000782,C0652,2026-03-05,49,subscription,successful
T000783,C0652,2026-04-05,49,subscription,successful
T000784,C0653,2026-04-21,49,subscription,successful
T000785,C0654,2026-01-09,49,subscription,successful
T000786,C0654,2026-02-09,49,subscription,successful
T000787,C0654,2026-03-09,49,subscription,successful
T000788,C0654,2026-04-09,49,subscription,successful
T000789,C0655,2026-04-09,49,subscription,successful
T000790,C0656,2026-02-05,199,subscription,successful
T000791,C0656,2026-03-05,199,subscription,successful
T000792,C0656,2026-04-05,199,subscription,successful
T000793,C0657,2026-02-14,49,subscription,successful
T000794,C0657,2026-03-14,49,subscription,successful
T000795,C0657,2026-04-14,49,subscription,successful
T000796,C0658,2026-03-24,49,subscription,successful
T000797,C0658,2026-04-24,49,subscription,successful
T000798,C0659,2026-03-07,49,subscription,successful
T000799,C0659,2026-04-07,49,subscription,successful
T000800,C0660,2026-02-21,49,subscription,successful
T000801,C0660,2026-03-21,49,subscription,successful
T000802,C0660,2026-04-21,49,subscription,successful
T000803,C0662,2026-04-18,49,subscription,successful
T000804,C0665,2026-01-04,49,subscription,successful
T000805,C0665,2026-02-04,49,subscription,successful
T000806,C0665,2026-03-04,49,subscription,successful
T000807,C0665,2026-04-04,49,subscription,successful
T000808,C0666,2026-01-15,199,subscription,successful
T000809,C0666,2026-02-15,199,subscription,successful
T000810,C0666,2026-03-15,199,subscription,successful
T000811,C0666,2026-04-15,199,subscription,successful
T000812,C0667,2026-04-23,49,subscription,successful
T000813,C0672,2026-01-05,49,subscription,successful
T000814,C0672,2026-02-05,49,subscription,successful
T000815,C0672,2026-03-05,49,subscription,successful
T000816,C0672,2026-04-05,49,subscription,successful
T000817,C0674,2026-03-18,49,subscription,successful
T000818,C0674,2026-04-18,49,subscription,successful
T000819,C0675,2026-02-25,199,subscription,successful
T000820,C0675,2026-03-25,199,subscription,successful
T000821,C0675,2026-04-25,199,subscription,successful
T000822,C0680,2026-02-25,199,subscription,successful
T000823,C0680,2026-03-25,199,subscription,successful
T000824,C0680,2026-04-25,199,subscription,successful
T000825,C0683,2026-01-15,49,subscription,successful
T000826,C0683,2026-02-15,49,subscription,successful
T000827,C0683,2026-03-15,49,subscription,successful
T000828,C0683,2026-04-15,49,subscription,successful
T000829,C0684,2026-02-19,49,subscription,successful
T000830,C0684,2026-03-19,49,subscription,successful
T000831,C0684,2026-04-19,49,subscription,successful
T000832,C0685,2026-04-26,199,subscription,successful
T000833,C0686,2026-03-15,49,subscription,successful
T000834,C0686,2026-04-15,49,subscription,successful
T000835,C0687,2026-01-25,49,subscription,successful
T000836,C0687,2026-02-25,49,subscription,successful
T000837,C0687,2026-03-25,49,subscription,successful
T000838,C0687,2026-04-25,49,subscription,successful
T000839,C0688,2026-02-02,199,subscription,successful
T000840,C0688,2026-03-02,199,subscription,successful
T000841,C0688,2026-04-02,199,subscription,successful
T000842,C0689,2026-01-06,199,subscription,successful
T000843,C0689,2026-02-06,199,subscription,successful
T000844,C0689,2026-03-06,199,subscription,successful
T000845,C0689,2026-04-06,199,subscription,successful
T000846,C0696,2026-03-10,199,subscription,successful
T000847,C0696,2026-04-10,199,subscription,successful
T000848,C0697,2026-03-29,199,subscription,successful
T000849,C0697,2026-04-29,199,subscription,successful
T000850,C0698,2026-04-03,49,subscription,successful
T000851,C0699,2026-04-05,49,subscription,successful
T000852,C0700,2026-04-05,199,subscription,successful
T000853,C0702,2026-01-26,49,subscription,successful
T000854,C0702,2026-02-26,49,subscription,successful
T000855,C0702,2026-03-26,49,subscription,successful
T000856,C0702,2026-04-26,49,subscription,successful
T000857,C0703,2026-02-16,49,subscription,successful
T000858,C0703,2026-03-16,49,subscription,successful
T000859,C0703,2026-04-16,49,subscription,successful
T000860,C0709,2026-03-21,199,subscription,successful
T000861,C0709,2026-04-21,199,subscription,successful
T000862,C0710,2026-02-10,49,subscription,successful
T000863,C0710,2026-03-10,49,subscription,successful
T000864,C0710,2026-04-10,49,subscription,successful
T000865,C0713,2026-01-16,49,subscription,successful
T000866,C0713,2026-02-16,49,subscription,successful
T000867,C0713,2026-03-16,49,subscription,successful
T000868,C0713,2026-04-16,49,subscription,successful
T000869,C0715,2026-04-26,49,subscription,successful
T000870,C0716,2026-02-08,49,subscription,successful
T000871,C0716,2026-03-08,49,subscription,successful
T000872,C0716,2026-04-08,49,subscription,successful
T000873,C0721,2026-02-11,49,subscription,successful
T000874,C0721,2026-03-11,49,subscription,successful
T000875,C0721,2026-04-11,49,subscription,successful
T000876,C0723,2026-03-31,199,subscription,successful
T000877,C0723,2026-04-30,199,subscription,successful
T000878,C0724,2026-02-07,49,subscription,successful
T000879,C0724,2026-03-07,49,subscription,successful
T000880,C0724,2026-04-07,49,subscription,successful
T000881,C0727,2026-01-25,199,subscription,successful
T000882,C0727,2026-02-25,199,subscription,successful
T000883,C0727,2026-03-25,199,subscription,successful
T000884,C0727,2026-04-25,199,subscription,successful
T000885,C0728,2026-02-23,49,subscription,successful
T000886,C0728,2026-03-23,49,subscription,successful
T000887,C0728,2026-04-23,49,subscription,successful
T000888,C0729,2026-03-27,49,subscription,successful
T000889,C0729,2026-04-27,49,subscription,successful
T000890,C0731,2026-03-28,49,subscription,successful
T000891,C0731,2026-04-28,49,subscription,successful
T000892,C0738,2026-02-21,49,subscription,successful
T000893,C0738,2026-03-21,49,subscription,successful
T000894,C0738,2026-04-21,49,subscription,successful
T000895,C0739,2026-03-12,199,subscription,successful
T000896,C0739,2026-04-12,199,subscription,successful
T000897,C0742,2026-02-08,49,subscription,successful
T000898,C0742,2026-03-08,49,subscription,successful
T000899,C0742,2026-04-08,49,subscription,successful
T000900,C0743,2026-02-06,49,subscription,successful
T000901,C0743,2026-03-06,49,subscription,successful
T000902,C0743,2026-04-06,49,subscription,successful
T000903,C0745,2026-02-25,49,subscription,successful
T000904,C0745,2026-03-25,49,subscription,successful
T000905,C0745,2026-04-25,49,subscription,successful
T000906,C0746,2026-04-11,199,subscription,successful
T000907,C0748,2026-03-19,199,subscription,successful
T000908,C0748,2026-04-19,199,subscription,successful
T000909,C0750,2026-02-11,199,subscription,successful
T000910,C0750,2026-03-11,199,subscription,successful
T000911,C0750,2026-04-11,199,subscription,successful
T000912,C0751,2026-03-01,49,subscription,successful
T000913,C0751,2026-04-01,49,subscription,successful
T000914,C0753,2026-02-26,49,subscription,successful
T000915,C0753,2026-03-26,49,subscription,successful
T000916,C0753,2026-04-26,49,subscription,successful
T000917,C0754,2026-03-28,49,subscription,successful
T000918,C0754,2026-04-28,49,subscription,successful
T000919,C0758,2026-04-12,49,subscription,successful
T000920,C0759,2026-04-26,49,subscription,successful
T000921,C0761,2026-04-05,49,subscription,successful
T000922,C0763,2026-03-26,49,subscription,successful
T000923,C0763,2026-04-26,49,subscription,successful
T000924,C0766,2026-03-07,49,subscription,successful
T000925,C0766,2026-04-07,49,subscription,successful
T000926,C0767,2026-03-26,49,subscription,successful
T000927,C0767,2026-04-26,49,subscription,successful
T000928,C0768,2026-03-23,49,subscription,successful
T000929,C0768,2026-04-23,49,subscription,successful
T000930,C0770,2026-02-12,49,subscription,successful
T000931,C0770,2026-03-12,49,subscription,successful
T000932,C0770,2026-04-12,49,subscription,successful
T000933,C0772,2026-04-15,199,subscription,successful
T000934,C0773,2026-04-07,199,subscription,successful
T000935,C0774,2026-01-31,49,subscription,successful
T000936,C0774,2026-02-28,49,subscription,successful
T000937,C0774,2026-03-28,49,subscription,successful
T000938,C0774,2026-04-28,49,subscription,successful
T000939,C0777,2026-01-29,49,subscription,successful
T000940,C0777,2026-02-28,49,subscription,successful
T000941,C0777,2026-03-28,49,subscription,successful
T000942,C0777,2026-04-28,49,subscription,successful
T000943,C0780,2026-01-19,199,subscription,successful
T000944,C0780,2026-02-19,199,subscription,successful
T000945,C0780,2026-03-19,199,subscription,successful
T000946,C0780,2026-04-19,199,subscription,successful
T000947,C0783,2026-02-01,199,subscription,successful
T000948,C0783,2026-03-01,199,subscription,successful
T000949,C0783,2026-04-01,199,subscription,successful
T000950,C0784,2026-03-02,49,subscription,successful
T000951,C0784,2026-04-02,49,subscription,successful
T000952,C0785,2026-03-20,49,subscription,successful
T000953,C0785,2026-04-20,49,subscription,successful
T000954,C0788,2026-01-10,199,subscription,successful
T000955,C0788,2026-02-10,199,subscription,successful
T000956,C0788,2026-03-10,199,subscription,successful
T000957,C0788,2026-04-10,199,subscription,successful
T000958,C0789,2026-02-28,49,subscription,successful
T000959,C0789,2026-03-28,49,subscription,successful
T000960,C0789,2026-04-28,49,subscription,successful
T000961,C0792,2026-03-22,199,subscription,successful
T000962,C0792,2026-04-22,199,subscription,successful
T000963,C0797,2026-02-19,49,subscription,successful
T000964,C0797,2026-03-19,49,subscription,successful
T000965,C0797,2026-04-19,49,subscription,successful
T000966,C0798,2026-03-05,199,subscription,successful
T000967,C0798,2026-04-05,199,subscription,successful
T000968,C0799,2026-02-21,49,subscription,successful
T000969,C0799,2026-03-21,49,subscription,successful
T000970,C0799,2026-04-21,49,subscription,successful
T000971,C0800,2026-02-01,199,subscription,successful
T000972,C0800,2026-03-01,199,subscription,successful
T000973,C0800,2026-04-01,199,subscription,successful
T000974,C0801,2026-01-19,49,subscription,successful
T000975,C0801,2026-02-19,49,subscription,successful
T000976,C0801,2026-03-19,49,subscription,successful
T000977,C0801,2026-04-19,49,subscription,successful
T000978,C0805,2026-04-25,49,subscription,successful
T000979,C0806,2026-04-07,199,subscription,successful
T000980,C0808,2026-04-09,49,subscription,successful
T000981,C0809,2026-04-24,49,subscription,successful
T000982,C0812,2026-02-24,49,subscription,successful
T000983,C0812,2026-03-24,49,subscription,successful
T000984,C0812,2026-04-24,49,subscription,successful
T000985,C0813,2026-01-29,199,subscription,successful
T000986,C0813,2026-02-28,199,subscription,successful
T000987,C0813,2026-03-28,199,subscription,successful
T000988,C0813,2026-04-28,199,subscription,successful
T000989,C0816,2026-03-31,49,subscription,successful
T000990,C0816,2026-04-30,49,subscription,successful
T000991,C0817,2026-03-08,49,subscription,successful
T000992,C0817,2026-04-08,49,subscription,successful
T000993,C0818,2026-03-01,49,subscription,successful
T000994,C0818,2026-04-01,49,subscription,successful
T000995,C0819,2026-01-07,49,subscription,successful
T000996,C0819,2026-02-07,49,subscription,successful
T000997,C0819,2026-03-07,49,subscription,successful
T000998,C0819,2026-04-07,49,subscription,successful
T000999,C0820,2026-03-13,49,subscription,successful
T001000,C0820,2026-04-13,49,subscription,successful
T001001,C0821,2026-02-01,49,subscription,successful
T001002,C0821,2026-03-01,49,subscription,successful
T001003,C0821,2026-04-01,49,subscription,successful
T001004,C0822,2026-04-28,49,subscription,successful
T001005,C0824,2026-01-16,49,subscription,successful
T001006,C0824,2026-02-16,49,subscription,successful
T001007,C0824,2026-03-16,49,subscription,successful
T001008,C0824,2026-04-16,49,subscription,successful
T001009,C0825,2026-02-28,199,subscription,successful
T001010,C0825,2026-03-28,199,subscription,successful
T001011,C0825,2026-04-28,199,subscription,successful
T001012,C0827,2026-04-13,49,subscription,successful
T001013,C0828,2026-03-01,199,subscription,successful
T001014,C0828,2026-04-01,199,subscription,successful
T001015,C0833,2026-02-10,49,subscription,successful
T001016,C0833,2026-03-10,49,subscription,successful
T001017,C0833,2026-04-10,49,subscription,successful
T001018,C0834,2026-04-07,49,subscription,successful
T001019,C0836,2026-02-26,49,subscription,successful
T001020,C0836,2026-03-26,49,subscription,successful
T001021,C0836,2026-04-26,49,subscription,successful
T001022,C0837,2026-03-20,49,subscription,successful
T001023,C0837,2026-04-20,49,subscription,successful
T001024,C0838,2026-04-15,49,subscription,successful
T001025,C0839,2026-04-03,49,subscription,successful
T001026,C0845,2026-03-12,49,subscription,successful
T001027,C0845,2026-04-12,49,subscription,successful
T001028,C0852,2026-02-27,49,subscription,successful
T001029,C0852,2026-03-27,49,subscription,successful
T001030,C0852,2026-04-27,49,subscription,successful
T001031,C0854,2026-04-07,199,subscription,successful
T001032,C0855,2026-02-01,49,subscription,successful
T001033,C0855,2026-03-01,49,subscription,successful
T001034,C0855,2026-04-01,49,subscription,successful
T001035,C0857,2026-03-23,49,subscription,successful
T001036,C0857,2026-04-23,49,subscription,successful
T001037,C0858,2026-02-05,49,subscription,successful
T001038,C0858,2026-03-05,49,subscription,successful
T001039,C0858,2026-04-05,49,subscription,successful
T001040,C0859,2026-04-09,49,subscription,successful
T001041,C0860,2026-04-10,49,subscription,successful
T001042,C0862,2026-03-04,199,subscription,successful
T001043,C0862,2026-04-04,199,subscription,successful
T001044,C0864,2026-01-31,49,subscription,successful
T001045,C0864,2026-02-28,49,subscription,successful
T001046,C0864,2026-03-28,49,subscription,successful
T001047,C0864,2026-04-28,49,subscription,successful
T001048,C0865,2026-02-05,49,subscription,successful
T001049,C0865,2026-03-05,49,subscription,successful
T001050,C0865,2026-04-05,49,subscription,successful
T001051,C0867,2026-01-10,199,subscription,successful
T001052,C0867,2026-02-10,199,subscription,successful
T001053,C0867,2026-03-10,199,subscription,successful
T001054,C0867,2026-04-10,199,subscription,successful
T001055,C0869,2026-02-06,49,subscription,successful
T001056,C0869,2026-03-06,49,subscription,successful
T001057,C0869,2026-04-06,49,subscription,successful
T001058,C0871,2026-02-04,49,subscription,successful
T001059,C0871,2026-03-04,49,subscription,successful
T001060,C0871,2026-04-04,49,subscription,successful
T001061,C0872,2026-02-12,49,subscription,successful
T001062,C0872,2026-03-12,49,subscription,successful
T001063,C0872,2026-04-12,49,subscription,successful
T001064,C0873,2026-02-10,49,subscription,successful
T001065,C0873,2026-03-10,49,subscription,successful
T001066,C0873,2026-04-10,49,subscription,successful
T001067,C0879,2026-01-30,49,subscription,successful
T001068,C0879,2026-02-28,49,subscription,successful
T001069,C0879,2026-03-28,49,subscription,successful
T001070,C0879,2026-04-28,49,subscription,successful
T001071,C0880,2026-02-19,49,subscription,successful
T001072,C0880,2026-03-19,49,subscription,successful
T001073,C0880,2026-04-19,49,subscription,successful
T001074,C0881,2026-03-30,199,subscription,successful
T001075,C0881,2026-04-30,199,subscription,successful
T001076,C0882,2026-01-20,199,subscription,successful
T001077,C0882,2026-02-20,199,subscription,successful
T001078,C0882,2026-03-20,199,subscription,successful
T001079,C0882,2026-04-20,199,subscription,successful
T001080,C0884,2026-01-28,49,subscription,successful
T001081,C0884,2026-02-28,49,subscription,successful
T001082,C0884,2026-03-28,49,subscription,successful
T001083,C0884,2026-04-28,49,subscription,successful
T001084,C0885,2026-01-09,49,subscription,successful
T001085,C0885,2026-02-09,49,subscription,successful
T001086,C0885,2026-03-09,49,subscription,successful
T001087,C0885,2026-04-09,49,subscription,successful
T001088,C0886,2026-02-23,49,subscription,successful
T001089,C0886,2026-03-23,49,subscription,successful
T001090,C0886,2026-04-23,49,subscription,successful
T001091,C0887,2026-02-22,49,subscription,successful
T001092,C0887,2026-03-22,49,subscription,successful
T001093,C0887,2026-04-22,49,subscription,successful
T001094,C0888,2026-02-12,49,subscription,successful
T001095,C0888,2026-03-12,49,subscription,successful
T001096,C0888,2026-04-12,49,subscription,successful
T001097,C0889,2026-03-11,49,subscription,successful
T001098,C0889,2026-04-11,49,subscription,successful
T001099,C0891,2026-02-23,199,subscription,successful
T001100,C0891,2026-03-23,199,subscription,successful
T001101,C0891,2026-04-23,199,subscription,successful
T001102,C0892,2026-01-08,199,subscription,successful
T001103,C0892,2026-02-08,199,subscription,successful
T001104,C0892,2026-03-08,199,subscription,successful
T001105,C0892,2026-04-08,199,subscription,successful
T001106,C0893,2026-01-27,199,subscription,successful
T001107,C0893,2026-02-27,199,subscription,successful
T001108,C0893,2026-03-27,199,subscription,successful
T001109,C0893,2026-04-27,199,subscription,successful
T001110,C0894,2026-04-17,49,subscription,successful
T001111,C0895,2026-02-23,49,subscription,successful
T001112,C0895,2026-03-23,49,subscription,successful
T001113,C0895,2026-04-23,49,subscription,successful
T001114,C0896,2026-02-19,199,subscription,successful
T001115,C0896,2026-03-19,199,subscription,successful
T001116,C0896,2026-04-19,199,subscription,successful
T001117,C0897,2026-04-26,199,subscription,successful
T001118,C0898,2026-04-09,49,subscription,successful
T001119,C0899,2026-03-16,49,subscription,successful
T001120,C0899,2026-04-16,49,subscription,successful
T001121,C0901,2026-01-03,49,subscription,successful
T001122,C0901,2026-02-03,49,subscription,successful
T001123,C0901,2026-03-03,49,subscription,successful
T001124,C0901,2026-04-03,49,subscription,successful
T001125,C0902,2026-04-20,49,subscription,successful
T001126,C0904,2026-04-08,199,subscription,successful
T001127,C0905,2026-03-15,199,subscription,successful
T001128,C0905,2026-04-15,199,subscription,successful
T001129,C0907,2026-03-03,49,subscription,successful
T001130,C0907,2026-04-03,49,subscription,successful
T001131,C0908,2026-01-01,49,subscription,successful
T001132,C0908,2026-02-01,49,subscription,successful
T001133,C0908,2026-03-01,49,subscription,successful
T001134,C0908,2026-04-01,49,subscription,successful
T001135,C0912,2026-02-19,49,subscription,successful
T001136,C0912,2026-03-19,49,subscription,successful
T001137,C0912,2026-04-19,49,subscription,successful
T001138,C0913,2026-04-20,49,subscription,successful
T001139,C0914,2026-04-25,49,subscription,successful
T001140,C0915,2026-04-17,49,subscription,successful
T001141,C0916,2026-02-23,49,subscription,successful
T001142,C0916,2026-03-23,49,subscription,successful
T001143,C0916,2026-04-23,49,subscription,successful
T001144,C0917,2026-03-10,49,subscription,successful
T001145,C0917,2026-04-10,49,subscription,successful
T001146,C0921,2026-04-13,199,subscription,successful
T001147,C0922,2026-03-19,199,subscription,successful
T001148,C0922,2026-04-19,199,subscription,successful
T001149,C0924,2026-01-29,49,subscription,successful
T001150,C0924,2026-02-28,49,subscription,successful
T001151,C0924,2026-03-28,49,subscription,successful
T001152,C0924,2026-04-28,49,subscription,successful
T001153,C0926,2026-01-29,49,subscription,successful
T001154,C0926,2026-02-28,49,subscription,successful
T001155,C0926,2026-03-28,49,subscription,successful
T001156,C0926,2026-04-28,49,subscription,successful
T001157,C0929,2026-03-04,49,subscription,successful
T001158,C0929,2026-04-04,49,subscription,successful
T001159,C0931,2026-02-19,199,subscription,successful
T001160,C0931,2026-03-19,199,subscription,successful
T001161,C0931,2026-04-19,199,subscription,successful
T001162,C0932,2026-02-13,199,subscription,successful
T001163,C0932,2026-03-13,199,subscription,successful
