customer_id,plan,company_size,industry,country,acquisition_channel,activity_count,active_months,integration_failures,feature_usage_count,revenue,transaction_count,ticket_count,integration_ticket_count,avg_resolution_time,feedback_count
C0277,Starter,10,Professional Services,India,Paid Ads,32,1,2,7,49.0,1.0,7,1,32.00857142857143,3
C0278,Business,62,Professional Services,Canada,Referral,206,2,5,52,398.0,2.0,7,0,40.37571428571429,1
C0279,Starter,2,SaaS,India,Organic,112,4,2,34,196.0,4.0,8,3,26.322499999999998,1
C0280,Free,33,Education,Germany,Sales,42,1,1,14,0.0,0.0,6,0,26.493333333333336,4
C0281,Business,715,IT Services,Australia,Sales,228,3,6,56,597.0,3.0,8,0,39.41125,4
C0282,Free,2,E-commerce,Singapore,Referral,51,3,1,13,0.0,0.0,6,2,18.691666666666666,4
C0283,Starter,5,Education,India,Sales,57,2,0,10,98.0,2.0,1,1,32.01,2
C0284,Free,5,Marketing,India,Sales,24,2,1,9,0.0,0.0,5,2,42.577999999999996,3
C0285,Business,73,FinTech,Australia,Referral,163,3,7,33,597.0,3.0,7,1,41.52142857142858,1
C0286,Starter,5,FinTech,United States,Paid Ads,51,3,0,12,147.0,3.0,6,3,15.866666666666667,3
C0287,Business,984,SaaS,India,Referral,142,1,5,42,199.0,1.0,5,1,50.638,1
C0288,Business,163,Marketing,United States,Organic,126,2,1,26,398.0,2.0,6,0,34.071666666666665,2
C0289,Starter,35,Education,Germany,Organic,117,3,3,22,147.0,3.0,5,3,36.43,2
C0290,Business,36,FinTech,India,Organic,188,4,6,41,796.0,4.0,2,0,57.125,1
C0291,Free,1,Marketing,Singapore,Organic,54,3,0,10,0.0,0.0,5,1,30.906,3
C0292,Starter,8,IT Services,Canada,Partner,112,4,0,36,196.0,4.0,8,1,36.0075,2
C0293,Business,91,SaaS,United Kingdom,Sales,204,4,4,46,796.0,4.0,6,0,32.050000000000004,4
C0294,Starter,9,Professional Services,India,Paid Ads,60,3,1,13,147.0,3.0,1,0,46.14,2
C0295,Starter,4,E-commerce,Singapore,Organic,88,4,0,25,196.0,4.0,3,0,52.47333333333333,2
C0296,Starter,85,IT Services,India,Sales,84,2,2,18,98.0,2.0,2,0,49.825,4
C0297,Free,7,Professional Services,Singapore,Organic,44,2,1,10,0.0,0.0,5,1,18.854,3
C0298,Free,9,SaaS,India,Paid Ads,48,4,2,8,0.0,0.0,8,2,34.05375,2
C0299,Starter,29,IT Services,India,Organic,108,2,0,21,98.0,2.0,7,2,44.964285714285715,3
C0300,Free,20,Marketing,Australia,Organic,56,4,0,14,0.0,0.0,4,0,27.5,1
C0301,Starter,127,SaaS,India,Referral,72,4,1,18,196.0,4.0,6,2,34.04333333333333,2
C0302,Free,6,Marketing,Germany,Sales,42,4,0,6,0.0,0.0,4,0,52.31,1
C0303,Starter,11,IT Services,India,Paid Ads,103,1,3,29,49.0,1.0,3,0,22.2,1
C0304,Starter,192,FinTech,India,Organic,54,2,2,14,98.0,2.0,7,3,44.56857142857143,2
C0305,Free,9,SaaS,Australia,Organic,24,4,0,8,0.0,0.0,7,2,32.74285714285714,4
C0306,Business,345,FinTech,Singapore,Referral,100,4,2,28,796.0,4.0,7,2,21.81142857142857,3
C0307,Starter,2,Education,India,Organic,60,4,0,17,196.0,4.0,4,1,18.794999999999998,1
C0308,Starter,13,Professional Services,Canada,Organic,110,1,3,31,49.0,1.0,1,1,30.24,3
C0309,Starter,52,FinTech,India,Referral,81,4,3,15,196.0,4.0,4,0,34.66,4
C0310,Free,10,E-commerce,United States,Organic,28,1,0,7,0.0,0.0,5,2,43.218,1
C0311,Starter,151,Education,India,Organic,88,3,0,18,147.0,3.0,3,0,58.20666666666667,1
C0312,Business,188,Healthcare,India,Paid Ads,224,4,9,51,796.0,4.0,2,0,38.825,3
C0313,Free,9,IT Services,India,Referral,26,2,0,4,0.0,0.0,6,0,34.876666666666665,3
C0314,Starter,72,SaaS,United Kingdom,Paid Ads,88,4,2,33,196.0,4.0,5,1,43.242,2
C0315,Free,5,Healthcare,United States,Referral,41,3,1,11,0.0,0.0,6,0,28.541666666666668,3
C0316,Business,104,FinTech,Germany,Sales,131,2,1,28,398.0,2.0,7,1,30.37857142857143,2
C0317,Starter,33,IT Services,United States,Organic,65,2,2,11,98.0,2.0,1,1,26.53,2
C0318,Free,24,FinTech,Australia,Organic,44,4,0,14,0.0,0.0,3,0,27.37,4
C0319,Free,37,Marketing,United States,Organic,20,2,0,5,0.0,0.0,7,1,26.197142857142858,1
C0320,Free,9,Education,United States,Organic,32,4,0,9,0.0,0.0,1,0,62.72,2
C0321,Starter,20,Marketing,United States,Paid Ads,81,1,2,16,49.0,1.0,5,0,39.706,1
C0322,Starter,3,SaaS,India,Organic,62,1,1,18,49.0,1.0,4,1,47.14,4
C0323,Starter,98,FinTech,United Kingdom,Sales,70,1,1,23,49.0,1.0,6,2,36.86833333333333,4
C0324,Free,4,FinTech,India,Organic,22,2,1,3,0.0,0.0,3,1,40.873333333333335,4
C0325,Free,50,Education,India,Referral,20,2,1,2,0.0,0.0,5,2,29.406,3
C0326,Free,5,SaaS,India,Organic,48,2,1,11,0.0,0.0,7,0,40.73857142857143,2
C0327,Starter,23,Education,Singapore,Paid Ads,84,3,2,25,147.0,3.0,5,0,48.507999999999996,2
C0328,Business,18,Education,Canada,Organic,116,1,3,29,199.0,1.0,8,2,33.81625,2
C0329,Starter,22,E-commerce,United Kingdom,Referral,56,2,0,11,98.0,2.0,7,2,43.26428571428572,3
C0330,Free,47,E-commerce,India,Organic,20,1,0,5,0.0,0.0,2,0,33.935,1
C0331,Starter,64,FinTech,India,Paid Ads,61,3,1,15,147.0,3.0,5,0,31.072000000000003,4
C0332,Starter,46,E-commerce,India,Paid Ads,104,4,1,26,196.0,4.0,5,0,55.013999999999996,1
C0333,Free,8,SaaS,India,Organic,19,4,0,8,0.0,0.0,3,0,45.126666666666665,4
C0334,Free,9,Professional Services,India,Paid Ads,40,4,0,14,0.0,0.0,6,0,30.263333333333332,2
C0335,Free,15,E-commerce,India,Organic,36,2,0,14,0.0,0.0,4,1,30.46,2
C0336,Starter,29,Professional Services,India,Paid Ads,72,3,1,18,147.0,3.0,2,0,48.1,4
C0337,Starter,68,SaaS,United States,Organic,108,3,3,25,147.0,3.0,3,1,51.693333333333335,2
C0338,Free,5,E-commerce,India,Referral,24,3,2,3,0.0,0.0,5,0,49.568,3
C0339,Business,301,E-commerce,United States,Organic,126,3,2,29,597.0,3.0,3,0,22.06,4
C0340,Starter,23,FinTech,United Kingdom,Organic,106,2,3,24,98.0,2.0,4,1,38.79,2
C0341,Starter,10,FinTech,India,Paid Ads,63,1,4,18,49.0,1.0,3,0,51.220000000000006,1
C0342,Free,8,Healthcare,India,Paid Ads,48,1,3,13,0.0,0.0,2,0,9.71,2
C0343,Free,32,Healthcare,United States,Partner,40,4,0,9,0.0,0.0,7,0,26.102857142857143,4
C0344,Starter,33,FinTech,India,Organic,118,2,2,24,98.0,2.0,7,2,28.381428571428568,2
C0345,Business,83,E-commerce,United Kingdom,Organic,131,2,4,30,398.0,2.0,6,2,16.005,1
C0346,Free,4,FinTech,United States,Organic,22,2,0,7,0.0,0.0,1,1,57.19,3
C0347,Starter,17,Education,United States,Partner,94,4,2,19,196.0,4.0,8,4,38.440000000000005,4
C0348,Starter,5,E-commerce,India,Sales,84,4,2,13,196.0,4.0,1,0,12.98,3
C0349,Free,10,SaaS,United States,Sales,47,3,0,9,0.0,0.0,5,1,28.68,3
C0350,Free,2,Education,United States,Referral,16,1,2,5,0.0,0.0,6,0,27.986666666666665,4
C0351,Free,23,Professional Services,United Kingdom,Referral,18,3,0,4,0.0,0.0,3,1,44.800000000000004,3
C0352,Free,6,IT Services,Australia,Organic,24,1,0,6,0.0,0.0,4,0,26.2425,4
C0353,Free,175,Marketing,United States,Paid Ads,45,1,0,14,0.0,0.0,4,0,30.689999999999998,4
C0354,Free,8,Education,India,Referral,36,4,0,7,0.0,0.0,1,0,9.83,4
C0355,Starter,135,Education,United States,Sales,91,3,1,28,147.0,3.0,4,1,40.7475,1
C0356,Starter,50,Professional Services,India,Organic,72,4,1,13,196.0,4.0,1,1,45.02,4
C0357,Free,5,E-commerce,Germany,Paid Ads,36,4,1,5,0.0,0.0,5,2,43.92,3
C0358,Starter,48,FinTech,Singapore,Paid Ads,77,2,3,10,98.0,2.0,4,0,22.735,4
C0359,Free,3,Professional Services,India,Organic,30,3,0,7,0.0,0.0,7,2,35.07857142857143,3
C0360,Free,10,E-commerce,Singapore,Paid Ads,56,4,1,10,0.0,0.0,5,0,22.286,1
C0361,Starter,10,E-commerce,United Kingdom,Sales,72,3,2,13,147.0,3.0,2,0,30.589999999999996,4
C0362,Free,6,Professional Services,United States,Organic,46,4,3,9,0.0,0.0,2,0,41.754999999999995,2
C0363,Starter,31,E-commerce,India,Paid Ads,55,3,1,11,147.0,3.0,1,0,6.59,2
C0364,Starter,160,Marketing,Singapore,Organic,60,2,1,17,98.0,2.0,8,1,27.53875,1
C0365,Starter,21,IT Services,Australia,Sales,76,3,1,15,147.0,3.0,2,1,48.32,3
C0366,Starter,52,Marketing,India,Sales,90,1,1,21,49.0,1.0,4,1,29.775000000000002,3
C0367,Starter,131,IT Services,India,Sales,55,1,0,14,49.0,1.0,6,1,37.17166666666667,4
C0368,Starter,26,IT Services,India,Sales,76,4,0,22,196.0,4.0,4,3,29.290000000000003,1
C0369,Business,427,Marketing,India,Paid Ads,180,3,4,47,597.0,3.0,2,1,4.975,4
C0370,Free,7,Education,United Kingdom,Organic,33,1,1,12,0.0,0.0,6,0,34.88333333333333,1
C0371,Business,121,Healthcare,India,Sales,128,1,5,28,199.0,1.0,6,0,43.663333333333334,4
C0372,Business,569,Marketing,Australia,Referral,81,1,1,16,199.0,1.0,8,1,45.59875,3
C0373,Free,3,Healthcare,India,Referral,48,2,1,15,0.0,0.0,1,0,71.04,4
C0374,Free,6,Healthcare,India,Paid Ads,20,4,1,4,0.0,0.0,4,1,22.6275,1
C0375,Starter,8,E-commerce,Australia,Paid Ads,89,4,2,26,196.0,4.0,8,4,48.19,2
C0376,Starter,40,IT Services,Canada,Partner,80,2,1,18,98.0,2.0,6,1,49.343333333333334,1
C0377,Free,8,SaaS,Singapore,Referral,22,2,0,7,0.0,0.0,5,0,29.968,2
C0378,Free,33,IT Services,Germany,Organic,55,1,1,11,0.0,0.0,3,0,15.183333333333335,4
C0379,Free,30,IT Services,United Kingdom,Paid Ads,31,4,1,9,0.0,0.0,3,0,42.54666666666667,4
C0380,Free,8,FinTech,Australia,Organic,24,4,1,6,0.0,0.0,4,1,24.355,4
C0381,Free,46,Healthcare,Germany,Partner,35,1,0,7,0.0,0.0,6,0,27.366666666666664,1
C0382,Free,2,SaaS,Canada,Referral,35,1,0,10,0.0,0.0,1,1,33.16,3
C0383,Business,95,IT Services,India,Paid Ads,173,1,5,38,199.0,1.0,6,0,33.666666666666664,1
C0384,Free,71,E-commerce,Canada,Organic,56,4,0,12,0.0,0.0,7,3,32.82142857142857,4
C0385,Business,122,Education,India,Paid Ads,136,4,5,28,796.0,4.0,7,2,41.48571428571428,2
C0386,Business,344,Marketing,India,Organic,234,3,3,46,597.0,3.0,8,0,47.652499999999996,4
C0387,Business,45,E-commerce,India,Sales,160,2,2,45,398.0,2.0,7,0,29.99857142857143,4
C0388,Free,4,IT Services,Canada,Organic,28,2,1,4,0.0,0.0,6,0,21.15833333333333,4
C0389,Free,5,E-commerce,Canada,Referral,44,4,0,14,0.0,0.0,4,1,19.5325,2
C0390,Free,2,SaaS,United Kingdom,Organic,59,1,1,21,0.0,0.0,2,0,25.805,3
C0391,Starter,15,SaaS,India,Paid Ads,111,3,4,25,147.0,3.0,7,1,44.93857142857143,3
C0392,Free,1,E-commerce,India,Referral,28,1,0,4,0.0,0.0,8,0,33.90125,2
C0393,Business,43,Healthcare,United States,Referral,212,4,2,65,796.0,4.0,7,1,35.97,4
C0394,Free,1,Healthcare,India,Sales,56,4,0,12,0.0,0.0,2,1,19.975,3
C0395,Starter,48,Education,Canada,Paid Ads,72,3,1,17,147.0,3.0,4,1,31.445,4
C0396,Business,199,FinTech,India,Organic,148,4,3,38,796.0,4.0,2,0,57.67,4
C0397,Free,7,SaaS,India,Referral,33,3,0,6,0.0,0.0,8,0,39.4275,3
C0398,Free,10,FinTech,India,Organic,42,3,1,10,0.0,0.0,8,0,46.75375,1
C0399,Free,105,SaaS,Germany,Sales,29,1,0,9,0.0,0.0,3,0,38.48,2
C0400,Starter,60,FinTech,India,Referral,36,1,0,8,49.0,1.0,2,0,54.849999999999994,1
C0401,Starter,9,SaaS,United States,Referral,73,1,2,13,49.0,1.0,8,1,36.73125,4
C0402,Free,5,E-commerce,India,Organic,35,3,0,8,0.0,0.0,7,1,28.851428571428574,4
C0403,Starter,45,Marketing,Canada,Referral,75,3,0,18,147.0,3.0,1,0,60.59,4
C0404,Free,9,Healthcare,Australia,Paid Ads,24,3,0,5,0.0,0.0,7,1,36.5,3
C0405,Starter,8,SaaS,India,Referral,79,2,3,21,98.0,2.0,3,1,22.74,3
C0406,Free,20,IT Services,United States,Referral,27,1,0,8,0.0,0.0,8,2,32.45875,4
C0407,Free,6,Professional Services,India,Organic,41,1,0,6,0.0,0.0,1,1,1.98,3
C0408,Free,7,E-commerce,India,Partner,22,2,1,10,0.0,0.0,5,0,49.041999999999994,3
C0409,Free,25,FinTech,Germany,Referral,22,2,1,5,0.0,0.0,8,0,21.27125,2
C0410,Starter,48,SaaS,Germany,Referral,112,1,4,31,49.0,1.0,3,0,29.863333333333333,3
C0411,Free,29,SaaS,Singapore,Referral,48,2,0,11,0.0,0.0,4,0,19.95,3
C0412,Free,3,Education,India,Organic,48,4,0,16,0.0,0.0,3,0,36.403333333333336,3
C0413,Business,8,Marketing,Australia,Referral,204,4,3,51,796.0,4.0,5,1,29.6,3
C0414,Business,714,Professional Services,Canada,Referral,204,3,3,51,597.0,3.0,2,0,37.019999999999996,2
C0415,Free,43,E-commerce,United States,Paid Ads,48,4,1,10,0.0,0.0,3,0,31.94666666666667,1
C0416,Free,16,IT Services,India,Sales,60,4,2,12,0.0,0.0,7,2,26.45285714285714,3
C0417,Free,36,E-commerce,Canada,Referral,13,2,2,3,0.0,0.0,1,0,54.06,3
C0418,Free,34,IT Services,India,Sales,26,1,1,5,0.0,0.0,3,1,32.99333333333333,3
C0419,Business,9,E-commerce,United Kingdom,Paid Ads,184,2,2,44,398.0,2.0,6,1,25.16333333333333,4
C0420,Business,11,SaaS,United Kingdom,Organic,116,4,1,29,796.0,4.0,4,1,35.735,2
C0421,Business,26,Professional Services,India,Paid Ads,98,1,2,19,199.0,1.0,5,0,27.836000000000002,1
C0422,Business,93,IT Services,Australia,Paid Ads,195,3,3,57,597.0,3.0,2,0,39.4,4
C0423,Free,43,SaaS,United States,Organic,32,4,0,10,0.0,0.0,7,0,41.65428571428571,4
C0424,Free,3,IT Services,India,Paid Ads,37,4,2,6,0.0,0.0,1,1,28.11,2
C0425,Free,39,SaaS,India,Referral,42,2,0,7,0.0,0.0,4,1,17.145,1
C0426,Free,91,Professional Services,India,Referral,36,2,0,13,0.0,0.0,7,1,32.955714285714286,1
C0427,Free,3,E-commerce,India,Referral,28,2,1,6,0.0,0.0,1,0,55.63,2
C0428,Starter,47,SaaS,India,Partner,52,1,1,9,49.0,1.0,7,1,46.85,3
C0429,Free,10,Professional Services,United Kingdom,Organic,46,1,1,6,0.0,0.0,5,0,50.2,3
C0430,Starter,3,IT Services,India,Paid Ads,56,2,3,16,98.0,2.0,6,0,28.316666666666666,4
C0431,Free,8,Marketing,India,Referral,28,4,0,5,0.0,0.0,7,2,40.18714285714286,3
C0432,Starter,33,Professional Services,United States,Referral,64,4,0,19,196.0,4.0,8,2,28.17875,1
C0433,Starter,13,E-commerce,India,Referral,58,2,2,6,98.0,2.0,1,0,37.0,1
C0434,Starter,107,Marketing,United Kingdom,Partner,60,4,4,14,196.0,4.0,5,1,34.73,2
C0435,Starter,175,E-commerce,United States,Sales,54,1,1,14,49.0,1.0,7,2,31.157142857142862,2
C0436,Starter,25,E-commerce,United States,Referral,88,4,5,21,196.0,4.0,3,0,15.68,4
C0437,Free,2,FinTech,Germany,Partner,36,4,1,11,0.0,0.0,5,1,22.357999999999997,4
C0438,Free,5,E-commerce,India,Partner,42,2,2,5,0.0,0.0,3,0,44.693333333333335,4
C0439,Business,145,SaaS,United States,Paid Ads,176,4,7,55,796.0,4.0,1,0,20.2,3
C0440,Starter,25,SaaS,United States,Sales,82,2,1,21,98.0,2.0,3,1,21.56,4
C0441,Starter,13,IT Services,United States,Referral,120,1,4,37,49.0,1.0,3,1,53.27666666666667,2
C0442,Free,4,Marketing,United States,Paid Ads,52,4,2,13,0.0,0.0,4,1,37.247499999999995,1
C0443,Free,44,SaaS,United Kingdom,Organic,42,3,1,14,0.0,0.0,1,0,65.29,2
C0444,Free,6,Education,United States,Paid Ads,52,4,3,16,0.0,0.0,4,1,37.91,1
C0445,Starter,7,Education,India,Paid Ads,102,1,1,25,49.0,1.0,2,0,51.205,2
C0446,Starter,8,Professional Services,India,Referral,74,2,3,18,98.0,2.0,4,2,36.47,1
C0447,Free,8,IT Services,India,Partner,30,3,1,2,0.0,0.0,2,0,63.925,3
C0448,Business,13,FinTech,Singapore,Paid Ads,192,2,5,38,398.0,2.0,6,1,45.708333333333336,1
C0449,Business,241,SaaS,India,Referral,248,2,13,62,398.0,2.0,2,0,34.58,2
C0450,Business,133,Healthcare,India,Partner,212,4,2,58,796.0,4.0,6,2,32.861666666666665,3
C0451,Starter,17,E-commerce,United States,Sales,72,2,1,17,98.0,2.0,7,3,42.84142857142857,4
C0452,Free,44,Education,India,Paid Ads,28,4,2,8,0.0,0.0,6,3,32.050000000000004,4
C0453,Free,5,IT Services,India,Paid Ads,30,3,0,9,0.0,0.0,5,1,19.02,4
C0454,Free,5,FinTech,Germany,Referral,22,2,0,6,0.0,0.0,1,0,38.46,4
C0455,Free,10,SaaS,United Kingdom,Referral,60,2,0,14,0.0,0.0,5,1,51.238,1
C0456,Free,45,E-commerce,United States,Sales,54,2,1,14,0.0,0.0,1,1,17.84,2
C0457,Starter,10,Healthcare,United States,Sales,58,2,0,20,98.0,2.0,7,0,29.73428571428571,1
C0458,Free,95,Marketing,United Kingdom,Organic,27,3,0,6,0.0,0.0,5,0,29.634000000000004,4
C0459,Free,35,Marketing,Australia,Sales,36,1,2,5,0.0,0.0,3,0,29.866666666666664,3
C0460,Free,7,SaaS,United Kingdom,Organic,42,3,0,7,0.0,0.0,1,0,23.61,4
C0461,Business,34,Professional Services,Australia,Paid Ads,204,4,2,57,796.0,4.0,3,2,46.42666666666667,4
C0462,Business,48,FinTech,United States,Organic,202,2,3,49,398.0,2.0,5,1,50.254,1
C0463,Free,2,IT Services,Germany,Sales,37,1,0,6,0.0,0.0,4,1,29.675,3
C0464,Starter,44,Healthcare,India,Organic,51,3,1,13,147.0,3.0,5,1,26.738,1
C0465,Business,115,Healthcare,United Kingdom,Organic,124,4,1,30,796.0,4.0,2,0,47.075,3
C0466,Free,7,Marketing,India,Organic,24,3,1,6,0.0,0.0,8,1,47.7225,1
C0467,Free,4,IT Services,United States,Organic,33,3,0,7,0.0,0.0,1,0,48.12,2
C0468,Starter,183,FinTech,India,Organic,68,4,1,17,196.0,4.0,6,2,33.903333333333336,2
C0469,Starter,154,IT Services,India,Organic,43,2,4,13,98.0,2.0,3,1,43.73,2
C0470,Free,33,Professional Services,Singapore,Sales,34,2,0,7,0.0,0.0,4,0,44.114999999999995,1
C0471,Free,139,Healthcare,India,Organic,39,3,1,5,0.0,0.0,7,3,31.181428571428572,3
C0472,Starter,8,E-commerce,Germany,Paid Ads,65,3,0,17,147.0,3.0,2,0,47.025,3
C0473,Starter,41,FinTech,United States,Referral,49,3,4,9,147.0,3.0,1,0,40.52,2
C0474,Starter,52,Healthcare,India,Sales,77,1,2,23,49.0,1.0,8,3,44.13,1
C0475,Free,9,Healthcare,India,Paid Ads,39,1,1,8,0.0,0.0,2,0,34.86,3
C0476,Free,3,Marketing,Singapore,Paid Ads,38,1,0,8,0.0,0.0,6,2,26.211666666666662,4
C0477,Free,8,SaaS,Germany,Referral,48,4,0,10,0.0,0.0,7,0,47.30428571428571,4
C0478,Free,3,Education,Canada,Organic,18,4,0,6,0.0,0.0,7,2,50.93857142857143,2
C0479,Free,4,Healthcare,India,Organic,33,3,0,4,0.0,0.0,8,1,36.36875,1
C0480,Business,70,SaaS,India,Organic,186,2,3,45,398.0,2.0,1,0,17.6,3
C0481,Free,9,FinTech,United States,Partner,26,2,0,9,0.0,0.0,2,0,17.65,3
C0482,Starter,5,Education,Singapore,Partner,64,4,3,12,196.0,4.0,8,2,30.965,3
C0483,Starter,105,E-commerce,India,Referral,79,4,2,16,196.0,4.0,5,0,31.983999999999998,3
C0484,Business,354,Healthcare,India,Paid Ads,112,2,1,23,398.0,2.0,4,0,38.4225,1
C0485,Free,3,Education,Singapore,Referral,36,4,2,6,0.0,0.0,4,1,29.925,2
C0486,Business,362,E-commerce,Canada,Referral,138,2,2,29,398.0,2.0,3,0,28.66333333333333,3
C0487,Starter,143,FinTech,India,Partner,78,3,0,23,147.0,3.0,4,2,22.8475,1
C0488,Free,49,SaaS,Canada,Paid Ads,40,4,1,10,0.0,0.0,4,1,54.057500000000005,3
C0489,Free,18,Healthcare,United States,Referral,27,1,0,6,0.0,0.0,8,0,39.42375,4
C0490,Starter,25,FinTech,United States,Referral,65,3,0,20,147.0,3.0,6,2,34.28,3
C0491,Business,37,FinTech,Canada,Referral,235,1,9,64,199.0,1.0,5,0,30.496,4
C0492,Business,32,IT Services,India,Paid Ads,148,4,2,37,796.0,4.0,4,2,50.67,1
C0493,Starter,2,SaaS,Canada,Referral,116,1,1,37,49.0,1.0,1,0,63.16,2
C0494,Free,8,E-commerce,Canada,Sales,39,3,0,4,0.0,0.0,5,0,21.360000000000003,3
C0495,Business,892,SaaS,United States,Paid Ads,234,3,3,64,597.0,3.0,5,3,33.524,2
C0496,Free,41,E-commerce,India,Partner,33,3,0,8,0.0,0.0,1,0,42.18,3
C0497,Free,41,E-commerce,Singapore,Organic,24,4,0,9,0.0,0.0,5,1,35.638,3
C0498,Starter,104,Healthcare,Singapore,Paid Ads,60,3,1,12,147.0,3.0,5,0,42.844,2
C0499,Business,48,E-commerce,United States,Organic,211,1,5,52,199.0,1.0,8,2,34.003750000000004,1
C0500,Starter,21,FinTech,Canada,Partner,104,2,1,30,98.0,2.0,2,1,48.015,2
C0501,Free,7,FinTech,India,Organic,48,1,0,14,0.0,0.0,2,0,65.64500000000001,3
C0502,Free,1,SaaS,Australia,Organic,42,3,1,10,0.0,0.0,8,2,43.151250000000005,4
C0503,Starter,4,E-commerce,India,Sales,118,2,1,30,98.0,2.0,5,2,27.348000000000003,4
C0504,Starter,13,E-commerce,India,Referral,108,1,1,24,49.0,1.0,2,1,52.285000000000004,1
C0505,Starter,19,Healthcare,Canada,Organic,112,2,1,29,98.0,2.0,4,0,42.505,3
C0506,Starter,10,IT Services,United States,Referral,114,2,1,33,98.0,2.0,5,1,25.810000000000002,3
C0507,Free,10,SaaS,India,Organic,32,4,0,9,0.0,0.0,2,0,38.38,2
C0508,Starter,3,E-commerce,India,Organic,104,2,1,36,98.0,2.0,3,0,47.44,2
C0509,Business,85,Education,India,Referral,116,1,0,33,199.0,1.0,6,2,25.255,1
C0510,Free,43,SaaS,United States,Sales,32,2,0,5,0.0,0.0,7,1,23.824285714285715,2
C0511,Business,13,SaaS,India,Partner,141,3,2,38,597.0,3.0,6,1,32.92666666666667,3
C0512,Free,10,IT Services,India,Organic,21,1,0,5,0.0,0.0,7,3,42.721428571428575,3
C0513,Free,3,Healthcare,United States,Organic,17,2,0,5,0.0,0.0,8,4,39.41375,3
C0514,Starter,14,Education,India,Sales,108,4,6,33,196.0,4.0,4,0,44.2875,2
C0515,Business,371,FinTech,United States,Referral,250,1,4,57,199.0,1.0,4,0,27.145,3
C0516,Free,27,FinTech,United States,Paid Ads,40,4,0,15,0.0,0.0,7,3,31.655714285714286,3
C0517,Free,3,IT Services,India,Paid Ads,54,3,0,11,0.0,0.0,1,1,35.67,2
C0518,Starter,183,FinTech,United States,Organic,104,4,1,21,196.0,4.0,8,2,33.81875,4
C0519,Starter,36,IT Services,United Kingdom,Referral,53,1,1,10,49.0,1.0,7,1,33.6,4
C0520,Business,195,FinTech,Germany,Referral,156,4,1,41,796.0,4.0,4,0,25.002499999999998,3
C0521,Free,1,SaaS,United Kingdom,Sales,14,1,0,4,0.0,0.0,8,0,31.0775,3
C0522,Starter,29,Marketing,India,Organic,94,2,2,26,98.0,2.0,3,0,58.29666666666666,2
C0523,Starter,2,Marketing,United States,Paid Ads,112,4,2,26,196.0,4.0,2,1,63.9,2
C0524,Free,4,Marketing,India,Sales,36,3,0,13,0.0,0.0,2,0,11.955,1
C0525,Free,8,IT Services,Singapore,Referral,27,3,0,5,0.0,0.0,2,0,25.369999999999997,3
C0526,Starter,10,Education,Australia,Organic,92,2,4,19,98.0,2.0,4,2,42.91499999999999,4
C0527,Starter,8,Marketing,United States,Organic,96,4,4,26,196.0,4.0,1,1,38.05,4
C0528,Free,41,E-commerce,India,Sales,44,1,1,16,0.0,0.0,4,1,21.4775,3
C0529,Free,3,FinTech,United Kingdom,Partner,24,3,0,6,0.0,0.0,8,1,39.02375,3
C0530,Business,107,FinTech,United States,Sales,204,4,5,53,796.0,4.0,8,1,50.94875,2
C0531,Starter,37,FinTech,Australia,Sales,84,2,4,15,98.0,2.0,8,1,43.363749999999996,1
C0532,Free,10,E-commerce,India,Organic,44,2,0,13,0.0,0.0,4,1,36.2775,2
C0533,Free,20,Education,India,Sales,34,1,0,7,0.0,0.0,2,0,12.235,3
C0534,Free,10,FinTech,India,Referral,45,3,1,15,0.0,0.0,2,0,35.26,2
C0535,Business,22,E-commerce,United States,Referral,152,2,6,41,398.0,2.0,6,2,53.776666666666664,2
C0536,Business,181,IT Services,United States,Referral,134,2,2,38,398.0,2.0,5,1,38.734,4
C0537,Business,27,E-commerce,United Kingdom,Organic,174,3,5,54,597.0,3.0,4,1,40.8625,2
C0538,Starter,93,IT Services,India,Sales,83,1,1,22,49.0,1.0,2,0,42.525,1
C0539,Free,6,Marketing,United States,Sales,30,1,1,8,0.0,0.0,8,2,27.51625,2
C0540,Free,8,Marketing,India,Partner,27,1,0,9,0.0,0.0,4,0,17.695,2
C0541,Free,10,FinTech,United States,Sales,48,4,3,13,0.0,0.0,1,0,37.15,2
C0542,Free,48,FinTech,United States,Referral,20,4,0,6,0.0,0.0,3,0,46.666666666666664,1
C0543,Business,271,FinTech,Canada,Partner,134,2,2,38,398.0,2.0,8,1,39.27375,2
C0544,Starter,25,SaaS,India,Referral,105,3,2,24,147.0,3.0,7,3,29.048571428571428,1
C0545,Starter,147,IT Services,United Kingdom,Sales,77,1,2,23,49.0,1.0,7,1,36.839999999999996,1
C0546,Free,35,Marketing,Australia,Paid Ads,54,3,1,19,0.0,0.0,4,1,34.6575,2
C0547,Free,3,SaaS,United States,Organic,48,4,0,17,0.0,0.0,4,1,30.84,3
C0548,Free,2,Healthcare,Australia,Paid Ads,28,4,3,1,0.0,0.0,1,1,46.42,2
C0549,Free,1,Healthcare,United States,Organic,33,3,1,12,0.0,0.0,1,0,5.95,1
C0550,Business,102,Marketing,Australia,Referral,148,1,2,44,199.0,1.0,5,2,46.418,4
C0551,Starter,9,FinTech,United States,Organic,80,4,0,18,196.0,4.0,2,0,25.34,3
C0552,Starter,43,SaaS,Canada,Organic,69,2,1,16,98.0,2.0,1,0,43.87,1
C0553,Free,37,FinTech,India,Referral,41,3,0,7,0.0,0.0,6,2,39.108333333333334,3
