customer_id,signup_date,country,industry,company_size,plan,acquisition_channel
C0475,2026-04-07,India,Healthcare,9,Free,Paid Ads
C0476,2026-04-30,Singapore,Marketing,3,Free,Paid Ads
C0477,2026-01-10,Germany,SaaS,8,Free,Referral
C0478,2026-01-02,Canada,Education,3,Free,Organic
C0479,2026-02-28,India,Healthcare,4,Free,Organic
C0480,2026-03-21,India,SaaS,70,Business,Organic
C0481,2026-03-14,United States,FinTech,9,Free,Partner
C0482,2026-01-13,Singapore,Education,5,Starter,Partner
C0483,2026-01-10,India,E-commerce,105,Starter,Referral
C0484,2026-03-10,India,Healthcare,354,Business,Paid Ads
C0485,2026-01-28,Singapore,Education,3,Free,Referral
C0486,2026-03-06,Canada,E-commerce,362,Business,Referral
C0487,2026-02-03,India,FinTech,143,Starter,Partner
C0488,2026-01-17,Canada,SaaS,49,Free,Paid Ads
C0489,2026-04-30,United States,Healthcare,18,Free,Referral
C0490,2026-02-14,United States,FinTech,25,Starter,Referral
C0491,2026-04-23,Canada,FinTech,37,Business,Referral
C0492,2026-01-09,India,IT Services,32,Business,Paid Ads
C0493,2026-04-23,Canada,SaaS,2,Starter,Referral
C0494,2026-02-01,Canada,E-commerce,8,Free,Sales
C0495,2026-02-17,United States,SaaS,892,Business,Paid Ads
C0496,2026-02-06,India,E-commerce,41,Free,Partner
C0497,2026-01-21,Singapore,E-commerce,41,Free,Organic
C0498,2026-02-26,Singapore,Healthcare,104,Starter,Paid Ads
C0499,2026-04-17,United States,E-commerce,48,Business,Organic
C0500,2026-03-11,Canada,FinTech,21,Starter,Partner
C0501,2026-04-01,India,FinTech,7,Free,Organic
C0502,2026-02-08,Australia,SaaS,1,Free,Organic
C0503,2026-03-20,India,E-commerce,4,Starter,Sales
C0504,2026-04-14,India,E-commerce,13,Starter,Referral
C0505,2026-03-25,Canada,Healthcare,19,Starter,Organic
C0506,2026-03-09,United States,IT Services,10,Starter,Referral
C0507,2026-01-02,India,SaaS,10,Free,Organic
C0508,2026-03-27,India,E-commerce,3,Starter,Organic
C0509,2026-04-15,India,Education,85,Business,Referral
C0510,2026-03-12,United States,SaaS,43,Free,Sales
C0511,2026-02-08,India,SaaS,13,Business,Partner
C0512,2026-04-30,India,IT Services,10,Free,Organic
C0513,2026-03-26,United States,Healthcare,3,Free,Organic
C0514,2026-01-14,India,Education,14,Starter,Sales
C0515,2026-04-23,United States,FinTech,371,Business,Referral
C0516,2026-01-18,United States,FinTech,27,Free,Paid Ads
C0517,2026-02-03,India,IT Services,3,Free,Paid Ads
C0518,2026-01-15,United States,FinTech,183,Starter,Organic
C0519,2026-04-24,United Kingdom,IT Services,36,Starter,Referral
C0520,2026-01-14,Germany,FinTech,195,Business,Referral
C0521,2026-04-06,United Kingdom,SaaS,1,Free,Sales
C0522,2026-03-12,India,Marketing,29,Starter,Organic
C0523,2026-01-20,United States,Marketing,2,Starter,Paid Ads
C0524,2026-02-04,India,Marketing,4,Free,Sales
C0525,2026-02-06,Singapore,IT Services,8,Free,Referral
C0526,2026-03-19,Australia,Education,10,Starter,Organic
C0527,2026-01-27,United States,Marketing,8,Starter,Organic
C0528,2026-04-02,India,E-commerce,41,Free,Sales
C0529,2026-02-13,United Kingdom,FinTech,3,Free,Partner
C0530,2026-01-27,United States,FinTech,107,Business,Sales
C0531,2026-03-29,Australia,FinTech,37,Starter,Sales
C0532,2026-03-23,India,E-commerce,10,Free,Organic
C0533,2026-04-20,India,Education,20,Free,Sales
C0534,2026-02-03,India,FinTech,10,Free,Referral
C0535,2026-03-06,United States,E-commerce,22,Business,Referral
C0536,2026-03-04,United States,IT Services,181,Business,Referral
C0537,2026-02-02,United Kingdom,E-commerce,27,Business,Organic
C0538,2026-04-26,India,IT Services,93,Starter,Sales
C0539,2026-04-27,United States,Marketing,6,Free,Sales
C0540,2026-04-19,India,Marketing,8,Free,Partner
C0541,2026-01-07,United States,FinTech,10,Free,Sales
C0542,2026-01-12,United States,FinTech,48,Free,Referral
C0543,2026-03-23,Canada,FinTech,271,Business,Partner
C0544,2026-02-24,India,SaaS,25,Starter,Referral
C0545,2026-04-17,United Kingdom,IT Services,147,Starter,Sales
C0546,2026-02-05,Australia,Marketing,35,Free,Paid Ads
C0547,2026-01-06,United States,SaaS,3,Free,Organic
C0548,2026-01-01,Australia,Healthcare,2,Free,Paid Ads
C0549,2026-02-12,United States,Healthcare,1,Free,Organic
C0550,2026-04-09,Australia,Marketing,102,Business,Referral
C0551,2026-01-17,United States,FinTech,9,Starter,Organic
C0552,2026-03-23,Canada,SaaS,43,Starter,Organic
C0553,2026-02-03,India,FinTech,37,Free,Referral
C0554,2026-01-21,United Kingdom,Healthcare,20,Free,Organic
C0555,2026-04-05,India,FinTech,821,Business,Paid Ads
C0556,2026-02-26,India,Healthcare,2,Free,Paid Ads
C0557,2026-03-12,India,Professional Services,96,Starter,Referral
C0558,2026-04-01,Germany,FinTech,41,Starter,Organic
C0559,2026-02-24,United Kingdom,Marketing,60,Free,Referral
C0560,2026-03-13,United States,E-commerce,9,Free,Partner
C0561,2026-01-02,India,Marketing,9,Free,Partner
C0562,2026-01-15,India,Marketing,2,Free,Organic
C0563,2026-01-10,United States,E-commerce,2,Free,Organic
C0564,2026-04-24,United Kingdom,Marketing,8,Free,Partner
C0565,2026-03-30,India,E-commerce,19,Business,Referral
C0566,2026-04-26,India,SaaS,10,Free,Sales
C0567,2026-01-20,India,Healthcare,189,Starter,Sales
C0568,2026-03-11,Germany,SaaS,1,Free,Paid Ads
C0569,2026-01-05,United States,IT Services,38,Free,Paid Ads
C0570,2026-04-17,United Kingdom,Professional Services,9,Free,Referral
C0571,2026-02-17,United States,Professional Services,37,Free,Referral
C0572,2026-03-16,Australia,Healthcare,145,Business,Organic
C0573,2026-03-12,Germany,IT Services,1,Starter,Referral
C0574,2026-01-19,United States,SaaS,44,Free,Paid Ads
C0575,2026-02-25,Germany,IT Services,38,Free,Referral
C0576,2026-01-17,India,SaaS,109,Business,Paid Ads
C0577,2026-01-06,India,SaaS,41,Free,Paid Ads
C0578,2026-02-09,India,SaaS,148,Starter,Organic
C0579,2026-02-16,India,Education,6,Free,Paid Ads
C0580,2026-04-26,United States,SaaS,48,Business,Paid Ads
C0581,2026-04-30,India,SaaS,47,Free,Paid Ads
C0582,2026-04-12,United States,FinTech,76,Starter,Referral
C0583,2026-04-21,Australia,E-commerce,7,Starter,Organic
C0584,2026-01-06,India,SaaS,3,Starter,Sales
C0585,2026-04-26,United States,Education,27,Free,Referral
C0586,2026-02-15,India,Professional Services,41,Starter,Paid Ads
C0587,2026-01-27,India,IT Services,985,Free,Paid Ads
C0588,2026-03-29,India,Education,4,Free,Organic
C0589,2026-02-01,United States,SaaS,2,Free,Referral
C0590,2026-03-27,United States,Healthcare,123,Business,Sales
C0591,2026-01-14,Canada,E-commerce,190,Starter,Referral
C0592,2026-02-15,United States,SaaS,155,Starter,Paid Ads
C0593,2026-04-10,United Kingdom,Marketing,116,Starter,Partner
C0594,2026-03-13,United States,Healthcare,99,Business,Referral
C0595,2026-04-24,United States,FinTech,1,Free,Organic
C0596,2026-04-22,United Kingdom,Healthcare,11,Starter,Paid Ads
C0597,2026-02-22,United Kingdom,Education,47,Starter,Sales
C0598,2026-03-21,India,E-commerce,44,Free,Referral
C0599,2026-04-06,India,Professional Services,2,Starter,Paid Ads
C0600,2026-01-20,Canada,SaaS,44,Free,Sales
C0601,2026-04-29,Germany,IT Services,11,Starter,Referral
C0602,2026-04-30,India,Healthcare,35,Starter,Paid Ads
C0603,2026-01-31,India,FinTech,24,Free,Organic
C0604,2026-04-21,India,Education,6,Free,Referral
C0605,2026-01-21,United Kingdom,FinTech,155,Free,Organic
C0606,2026-04-13,India,E-commerce,34,Free,Organic
C0607,2026-04-14,United Kingdom,Marketing,2,Free,Paid Ads
C0608,2026-01-23,Singapore,SaaS,20,Free,Referral
C0609,2026-04-23,India,Professional Services,7,Free,Sales
C0610,2026-02-22,United States,E-commerce,10,Free,Organic
C0611,2026-01-04,India,FinTech,5,Free,Partner
C0612,2026-01-23,United States,Education,117,Free,Organic
C0613,2026-04-05,India,FinTech,9,Free,Paid Ads
C0614,2026-04-29,India,IT Services,159,Business,Partner
C0615,2026-02-12,India,SaaS,195,Starter,Paid Ads
C0616,2026-04-11,Germany,Professional Services,34,Free,Referral
C0617,2026-04-30,United States,Education,827,Business,Paid Ads
C0618,2026-02-22,Australia,SaaS,5,Free,Referral
C0619,2026-04-13,India,E-commerce,7,Free,Organic
C0620,2026-03-27,Canada,E-commerce,24,Starter,Partner
C0621,2026-04-21,India,E-commerce,156,Business,Organic
C0622,2026-04-05,India,Education,9,Free,Paid Ads
C0623,2026-04-14,United States,Marketing,46,Free,Referral
C0624,2026-02-01,United States,SaaS,41,Free,Referral
C0625,2026-02-04,United States,IT Services,3,Starter,Organic
C0626,2026-01-21,United States,Education,34,Free,Referral
C0627,2026-04-11,India,FinTech,194,Business,Organic
C0628,2026-03-31,United States,Professional Services,46,Starter,Organic
C0629,2026-01-14,India,Professional Services,41,Starter,Sales
C0630,2026-02-18,India,IT Services,27,Starter,Referral
C0631,2026-04-22,United Kingdom,IT Services,5,Free,Organic
C0632,2026-01-05,United States,FinTech,10,Free,Partner
C0633,2026-04-20,United States,IT Services,139,Free,Paid Ads
C0634,2026-03-02,India,Education,7,Starter,Sales
C0635,2026-01-29,India,Healthcare,19,Free,Referral
C0636,2026-01-26,Singapore,FinTech,18,Starter,Paid Ads
C0637,2026-04-15,India,Professional Services,109,Starter,Paid Ads
C0638,2026-04-28,India,Education,39,Free,Paid Ads
C0639,2026-02-28,Germany,FinTech,21,Free,Organic
C0640,2026-02-14,Canada,Healthcare,2,Free,Referral
C0641,2026-02-09,Canada,Education,105,Business,Sales
C0642,2026-04-16,India,SaaS,9,Free,Partner
C0643,2026-04-12,India,IT Services,7,Free,Paid Ads
C0644,2026-04-22,United States,SaaS,6,Free,Referral
C0645,2026-01-30,United States,FinTech,9,Free,Organic
C0646,2026-01-29,India,SaaS,10,Starter,Organic
C0647,2026-01-04,United States,IT Services,1,Free,Referral
C0648,2026-03-26,India,IT Services,3,Free,Organic
C0649,2026-01-25,United States,Professional Services,35,Starter,Paid Ads
C0650,2026-02-21,United Kingdom,FinTech,1,Free,Referral
C0651,2026-02-12,India,Healthcare,74,Starter,Paid Ads
C0652,2026-02-05,India,Healthcare,20,Starter,Organic
C0653,2026-04-21,United Kingdom,IT Services,8,Starter,Paid Ads
C0654,2026-01-09,United States,Education,49,Starter,Referral
C0655,2026-04-09,United States,Healthcare,38,Starter,Sales
C0656,2026-02-05,India,E-commerce,291,Business,Organic
C0657,2026-02-14,India,Marketing,15,Starter,Organic
C0658,2026-03-24,United States,Marketing,27,Starter,Referral
C0659,2026-03-07,United States,Education,4,Starter,Organic
C0660,2026-02-21,United States,SaaS,145,Starter,Organic
C0661,2026-03-28,India,Marketing,2,Free,Referral
C0662,2026-04-18,United States,FinTech,60,Starter,Partner
C0663,2026-03-10,Singapore,SaaS,7,Free,Referral
C0664,2026-02-12,India,FinTech,7,Free,Organic
C0665,2026-01-04,Germany,SaaS,10,Starter,Paid Ads
C0666,2026-01-15,United States,Education,184,Business,Paid Ads
C0667,2026-04-23,United Kingdom,Education,124,Starter,Partner
C0668,2026-02-03,India,Healthcare,10,Free,Partner
C0669,2026-01-23,United States,Professional Services,1,Free,Organic
C0670,2026-03-16,India,FinTech,3,Free,Referral
C0671,2026-02-03,United States,Education,8,Free,Paid Ads
C0672,2026-01-05,United States,Marketing,39,Starter,Referral
C0673,2026-01-14,India,E-commerce,11,Free,Paid Ads
C0674,2026-03-18,Australia,FinTech,102,Starter,Organic
C0675,2026-02-25,United Kingdom,Healthcare,873,Business,Organic
C0676,2026-02-14,India,E-commerce,44,Free,Organic
C0677,2026-04-04,Canada,SaaS,29,Free,Partner
C0678,2026-04-11,India,Healthcare,4,Free,Paid Ads
C0679,2026-02-10,United States,E-commerce,1,Free,Sales
C0680,2026-02-25,United States,Marketing,181,Business,Organic
C0681,2026-03-19,India,FinTech,9,Free,Organic
C0682,2026-03-07,Canada,FinTech,25,Free,Referral
C0683,2026-01-15,India,SaaS,94,Starter,Partner
C0684,2026-02-19,Germany,FinTech,13,Starter,Partner
C0685,2026-04-26,United States,E-commerce,34,Business,Referral
C0686,2026-03-15,India,Marketing,4,Starter,Referral
C0687,2026-01-25,India,SaaS,51,Starter,Sales
C0688,2026-02-02,India,E-commerce,91,Business,Partner
C0689,2026-01-06,India,E-commerce,16,Business,Referral
C0690,2026-04-01,India,SaaS,5,Free,Referral
C0691,2026-02-25,Canada,Professional Services,7,Free,Partner
C0692,2026-01-01,India,E-commerce,33,Free,Paid Ads
C0693,2026-03-08,Germany,Marketing,36,Free,Sales
C0694,2026-04-29,United States,SaaS,36,Free,Organic
C0695,2026-04-14,United States,SaaS,10,Free,Organic
C0696,2026-03-10,United States,E-commerce,406,Business,Organic
C0697,2026-03-29,United States,Healthcare,731,Business,Paid Ads
C0698,2026-04-03,United Kingdom,Healthcare,54,Starter,Referral
C0699,2026-04-05,Australia,SaaS,15,Starter,Organic
C0700,2026-04-05,United States,SaaS,16,Business,Paid Ads
C0701,2026-03-27,Singapore,Healthcare,9,Free,Sales
C0702,2026-01-26,India,Healthcare,29,Starter,Referral
C0703,2026-02-16,Singapore,Marketing,46,Starter,Sales
C0704,2026-02-25,India,IT Services,10,Free,Organic
C0705,2026-01-09,United States,SaaS,6,Free,Paid Ads
C0706,2026-03-27,United States,E-commerce,6,Free,Referral
C0707,2026-04-28,United States,Marketing,5,Free,Organic
C0708,2026-02-12,Canada,Marketing,25,Free,Organic
C0709,2026-03-21,United States,Healthcare,821,Business,Referral
C0710,2026-02-10,India,Professional Services,23,Starter,Referral
C0711,2026-03-26,India,FinTech,8,Free,Paid Ads
C0712,2026-04-19,United States,Healthcare,36,Free,Organic
C0713,2026-01-16,India,Education,10,Starter,Sales
C0714,2026-04-03,India,SaaS,1,Free,Paid Ads
C0715,2026-04-26,India,FinTech,117,Starter,Partner
C0716,2026-02-08,United States,FinTech,95,Starter,Organic
C0717,2026-03-06,Singapore,SaaS,37,Free,Organic
C0718,2026-02-09,India,SaaS,9,Free,Paid Ads
C0719,2026-03-27,United States,FinTech,2,Free,Paid Ads
C0720,2026-02-22,India,FinTech,9,Free,Organic
C0721,2026-02-11,United States,Marketing,15,Starter,Organic
C0722,2026-02-21,Germany,E-commerce,9,Free,Referral
C0723,2026-03-31,United Kingdom,Professional Services,126,Business,Referral
C0724,2026-02-07,India,Marketing,32,Starter,Paid Ads
C0725,2026-03-12,Germany,E-commerce,18,Free,Sales
C0726,2026-01-17,United States,Education,43,Free,Organic
C0727,2026-01-25,India,E-commerce,464,Business,Paid Ads
C0728,2026-02-23,United States,SaaS,188,Starter,Organic
C0729,2026-03-27,United States,SaaS,10,Starter,Organic
C0730,2026-02-18,Germany,E-commerce,27,Free,Organic
C0731,2026-03-28,United States,IT Services,39,Starter,Referral
C0732,2026-04-06,Canada,E-commerce,35,Free,Referral
C0733,2026-04-26,Australia,IT Services,47,Free,Organic
C0734,2026-01-23,Singapore,E-commerce,174,Free,Referral
C0735,2026-03-20,India,E-commerce,4,Free,Organic
C0736,2026-03-14,United States,IT Services,6,Free,Organic
C0737,2026-02-08,India,Education,8,Free,Referral
C0738,2026-02-21,United Kingdom,Healthcare,40,Starter,Organic
C0739,2026-03-12,Singapore,FinTech,48,Business,Referral
C0740,2026-04-17,United States,Education,1,Free,Paid Ads
C0741,2026-01-01,United States,Education,41,Free,Sales
C0742,2026-02-08,India,E-commerce,18,Starter,Partner
C0743,2026-02-06,Germany,SaaS,27,Starter,Referral
C0744,2026-01-27,India,E-commerce,15,Free,Referral
C0745,2026-02-25,Canada,FinTech,148,Starter,Organic
C0746,2026-04-11,United Kingdom,Marketing,107,Business,Partner
C0747,2026-03-16,India,Education,109,Free,Partner
C0748,2026-03-19,United States,Professional Services,31,Business,Referral
C0749,2026-03-25,India,Marketing,7,Free,Referral
C0750,2026-02-11,India,FinTech,6,Business,Sales
C0751,2026-03-01,United States,FinTech,183,Starter,Organic
C0752,2026-02-26,India,Marketing,45,Free,Partner
C0753,2026-02-26,India,E-commerce,53,Starter,Organic
C0754,2026-03-28,Australia,Professional Services,5,Starter,Referral
C0755,2026-01-28,Singapore,SaaS,26,Free,Sales
C0756,2026-03-07,United States,Professional Services,29,Free,Sales
C0757,2026-03-02,India,SaaS,2,Free,Sales
C0758,2026-04-12,India,Marketing,7,Starter,Paid Ads
C0759,2026-04-26,United Kingdom,SaaS,32,Starter,Referral
C0760,2026-04-12,Germany,Marketing,15,Free,Organic
C0761,2026-04-05,India,Professional Services,46,Starter,Referral
C0762,2026-01-22,United Kingdom,FinTech,22,Free,Organic
C0763,2026-03-26,United Kingdom,Marketing,8,Starter,Partner
C0764,2026-01-11,India,IT Services,6,Free,Sales
C0765,2026-02-06,United Kingdom,SaaS,33,Free,Paid Ads
C0766,2026-03-07,India,IT Services,24,Starter,Referral
C0767,2026-03-26,United States,Marketing,47,Starter,Paid Ads
C0768,2026-03-23,United States,Education,119,Starter,Partner
C0769,2026-03-21,India,SaaS,3,Free,Paid Ads
C0770,2026-02-12,India,FinTech,965,Starter,Paid Ads
C0771,2026-01-12,United Kingdom,FinTech,4,Free,Referral
C0772,2026-04-15,Germany,SaaS,711,Business,Paid Ads
C0773,2026-04-07,Singapore,E-commerce,102,Business,Paid Ads
C0774,2026-01-31,Germany,E-commerce,441,Starter,Organic
C0775,2026-03-28,India,E-commerce,4,Free,Referral
C0776,2026-02-09,United Kingdom,Healthcare,118,Free,Organic
C0777,2026-01-29,United States,Healthcare,4,Starter,Paid Ads
C0778,2026-04-14,India,Healthcare,4,Free,Paid Ads
C0779,2026-01-26,India,Professional Services,4,Free,Paid Ads
C0780,2026-01-19,Germany,IT Services,456,Business,Referral
C0781,2026-01-04,India,E-commerce,10,Free,Referral
C0782,2026-01-06,Canada,SaaS,6,Free,Partner
C0783,2026-02-01,India,Professional Services,20,Business,Organic
C0784,2026-03-02,Singapore,Marketing,2,Starter,Paid Ads
C0785,2026-03-20,India,IT Services,81,Starter,Sales
C0786,2026-04-19,India,Healthcare,16,Free,Paid Ads
C0787,2026-04-09,Canada,IT Services,8,Free,Sales
C0788,2026-01-10,United States,SaaS,52,Business,Sales
C0789,2026-02-28,United States,FinTech,189,Starter,Partner
C0790,2026-02-23,United Kingdom,Education,1,Free,Sales
C0791,2026-04-24,United States,SaaS,41,Free,Paid Ads
C0792,2026-03-22,United Kingdom,Education,34,Business,Organic
C0793,2026-03-15,Australia,Healthcare,50,Free,Referral
C0794,2026-01-25,United States,Education,31,Free,Referral
C0795,2026-04-02,United States,Education,8,Free,Paid Ads
C0796,2026-03-31,India,Professional Services,47,Free,Referral
C0797,2026-02-19,India,FinTech,28,Starter,Referral
C0798,2026-03-05,United Kingdom,Marketing,703,Business,Organic
C0799,2026-02-21,United States,SaaS,97,Starter,Paid Ads
C0800,2026-02-01,Germany,SaaS,181,Business,Referral
C0801,2026-01-19,United Kingdom,FinTech,28,Starter,Sales
C0802,2026-03-25,India,Marketing,7,Free,Referral
C0803,2026-03-30,India,Healthcare,4,Free,Sales
C0804,2026-01-01,United Kingdom,Education,47,Free,Organic
C0805,2026-04-25,Singapore,FinTech,3,Starter,Paid Ads
C0806,2026-04-07,United States,E-commerce,64,Business,Organic
C0807,2026-04-21,Canada,E-commerce,9,Free,Organic
C0808,2026-04-09,Canada,Education,7,Starter,Partner
C0809,2026-04-24,India,Education,41,Starter,Paid Ads
C0810,2026-01-14,India,SaaS,9,Free,Organic
C0811,2026-04-10,Singapore,Professional Services,1,Free,Paid Ads
C0812,2026-02-24,Canada,E-commerce,9,Starter,Paid Ads
C0813,2026-01-29,Germany,FinTech,139,Business,Partner
C0814,2026-01-23,India,Professional Services,36,Free,Partner
C0815,2026-04-13,United Kingdom,SaaS,22,Free,Referral
C0816,2026-03-31,United States,IT Services,40,Starter,Partner
C0817,2026-03-08,United States,Marketing,18,Starter,Partner
C0818,2026-03-01,Canada,FinTech,44,Starter,Sales
C0819,2026-01-07,Canada,FinTech,8,Starter,Paid Ads
C0820,2026-03-13,United States,Marketing,524,Starter,Referral
C0821,2026-02-01,United States,Healthcare,11,Starter,Sales
C0822,2026-04-28,India,FinTech,54,Starter,Sales
C0823,2026-04-19,India,SaaS,4,Free,Referral
C0824,2026-01-16,United States,Marketing,148,Starter,Organic
C0825,2026-02-28,Australia,E-commerce,199,Business,Paid Ads
C0826,2026-01-18,India,SaaS,2,Free,Organic
C0827,2026-04-13,United States,SaaS,6,Starter,Paid Ads
C0828,2026-03-01,India,Marketing,571,Business,Organic
C0829,2026-03-27,Germany,SaaS,10,Free,Sales
C0830,2026-03-09,United Kingdom,FinTech,5,Free,Organic
C0831,2026-03-13,United States,SaaS,22,Free,Referral
C0832,2026-03-18,India,IT Services,9,Free,Partner
C0833,2026-02-10,India,Professional Services,27,Starter,Paid Ads
C0834,2026-04-07,India,Marketing,111,Starter,Organic
C0835,2026-04-25,United States,Healthcare,5,Free,Organic
C0836,2026-02-26,United States,Healthcare,41,Starter,Referral
C0837,2026-03-20,Australia,FinTech,138,Starter,Paid Ads
C0838,2026-04-15,India,E-commerce,34,Starter,Paid Ads
C0839,2026-04-03,Germany,E-commerce,22,Starter,Referral
C0840,2026-04-25,Canada,Marketing,8,Free,Partner
C0841,2026-03-06,Australia,Education,7,Free,Referral
C0842,2026-02-24,Germany,SaaS,104,Free,Referral
C0843,2026-04-17,United States,Education,7,Free,Paid Ads
C0844,2026-04-27,India,E-commerce,6,Free,Paid Ads
C0845,2026-03-12,India,Marketing,34,Starter,Organic
C0846,2026-02-27,India,IT Services,7,Free,Paid Ads
C0847,2026-04-25,India,E-commerce,5,Free,Referral
C0848,2026-01-21,India,E-commerce,39,Free,Referral
C0849,2026-04-06,India,SaaS,3,Free,Partner
C0850,2026-04-21,India,FinTech,47,Free,Referral
C0851,2026-03-02,United Kingdom,FinTech,3,Free,Organic
C0852,2026-02-27,India,Marketing,47,Starter,Partner
C0853,2026-02-03,India,Marketing,4,Free,Sales
C0854,2026-04-07,India,Healthcare,17,Business,Sales
C0855,2026-02-01,Germany,Marketing,28,Starter,Organic
C0856,2026-04-18,United States,Healthcare,26,Free,Paid Ads
C0857,2026-03-23,Australia,E-commerce,46,Starter,Sales
C0858,2026-02-05,Canada,SaaS,161,Starter,Paid Ads
C0859,2026-04-09,United States,SaaS,35,Starter,Organic
C0860,2026-04-10,United States,Education,23,Starter,Organic
C0861,2026-03-08,Germany,E-commerce,3,Free,Referral
C0862,2026-03-04,India,Professional Services,89,Business,Partner
C0863,2026-03-22,India,FinTech,41,Free,Sales
C0864,2026-01-31,India,E-commerce,11,Starter,Organic
C0865,2026-02-05,Germany,E-commerce,96,Starter,Paid Ads
C0866,2026-02-26,United States,SaaS,158,Free,Paid Ads
C0867,2026-01-10,United States,E-commerce,712,Business,Paid Ads
C0868,2026-04-02,Canada,E-commerce,3,Free,Partner
C0869,2026-02-06,India,SaaS,44,Starter,Referral
C0870,2026-01-31,India,Education,9,Free,Paid Ads
C0871,2026-02-04,India,IT Services,31,Starter,Referral
C0872,2026-02-12,United States,IT Services,175,Starter,Referral
C0873,2026-02-10,United States,Healthcare,30,Starter,Paid Ads
C0874,2026-04-25,India,Education,27,Free,Referral
C0875,2026-03-11,Australia,FinTech,9,Free,Organic
C0876,2026-01-11,United States,FinTech,10,Free,Organic
C0877,2026-01-18,United States,SaaS,1,Free,Organic
C0878,2026-01-20,United States,E-commerce,7,Free,Referral
C0879,2026-01-30,United States,SaaS,17,Starter,Paid Ads
C0880,2026-02-19,United Kingdom,E-commerce,21,Starter,Referral
C0881,2026-03-30,India,Healthcare,66,Business,Partner
C0882,2026-01-20,India,Healthcare,106,Business,Organic
C0883,2026-04-01,India,E-commerce,5,Free,Organic
C0884,2026-01-28,United States,E-commerce,41,Starter,Referral
C0885,2026-01-09,India,Healthcare,75,Starter,Organic
C0886,2026-02-23,United Kingdom,IT Services,39,Starter,Paid Ads
C0887,2026-02-22,United States,Professional Services,32,Starter,Partner
C0888,2026-02-12,India,SaaS,467,Starter,Referral
C0889,2026-03-11,Germany,SaaS,6,Starter,Partner
C0890,2026-03-01,United States,FinTech,6,Free,Referral
C0891,2026-02-23,Canada,SaaS,194,Business,Paid Ads
C0892,2026-01-08,United States,IT Services,193,Business,Paid Ads
C0893,2026-01-27,India,Education,116,Business,Sales
C0894,2026-04-17,Australia,IT Services,6,Starter,Paid Ads
C0895,2026-02-23,India,Professional Services,12,Starter,Organic
C0896,2026-02-19,India,E-commerce,37,Business,Organic
C0897,2026-04-26,India,SaaS,2,Business,Organic
C0898,2026-04-09,United Kingdom,E-commerce,140,Starter,Paid Ads
C0899,2026-03-16,India,Healthcare,101,Starter,Organic
C0900,2026-03-31,India,Education,10,Free,Referral
C0901,2026-01-03,India,E-commerce,10,Starter,Sales
C0902,2026-04-20,United Kingdom,E-commerce,45,Starter,Organic
C0903,2026-04-23,India,Marketing,3,Free,Organic
C0904,2026-04-08,United States,E-commerce,123,Business,Referral
C0905,2026-03-15,Canada,SaaS,564,Business,Organic
C0906,2026-02-18,India,Healthcare,6,Free,Referral
C0907,2026-03-03,India,Marketing,43,Starter,Paid Ads
C0908,2026-01-01,India,FinTech,8,Starter,Referral
C0909,2026-02-15,United States,SaaS,8,Free,Paid Ads
C0910,2026-02-08,Australia,FinTech,2,Free,Organic
C0911,2026-04-07,United Kingdom,FinTech,35,Free,Paid Ads
C0912,2026-02-19,Singapore,Marketing,50,Starter,Organic
C0913,2026-04-20,United States,Healthcare,124,Starter,Paid Ads
C0914,2026-04-25,India,Marketing,40,Starter,Referral
C0915,2026-04-17,India,E-commerce,20,Starter,Paid Ads
C0916,2026-02-23,United Kingdom,Healthcare,21,Starter,Organic
C0917,2026-03-10,Germany,Healthcare,137,Starter,Paid Ads
C0918,2026-04-06,India,FinTech,7,Free,Referral
C0919,2026-04-05,India,Healthcare,10,Free,Organic
C0920,2026-03-11,Canada,Professional Services,47,Free,Paid Ads
C0921,2026-04-13,Australia,Healthcare,615,Business,Partner
C0922,2026-03-19,India,Marketing,69,Business,Referral
C0923,2026-04-25,India,Marketing,2,Free,Organic
C0924,2026-01-29,India,E-commerce,92,Starter,Organic
C0925,2026-03-04,Canada,FinTech,32,Free,Sales
C0926,2026-01-29,United States,E-commerce,25,Starter,Organic
C0927,2026-02-04,India,Marketing,31,Free,Referral
C0928,2026-02-25,United States,Education,31,Free,Sales
C0929,2026-03-04,India,FinTech,125,Starter,Organic
C0930,2026-01-04,Australia,IT Services,28,Free,Sales
C0931,2026-02-19,India,SaaS,152,Business,Organic
C0932,2026-02-13,United Kingdom,FinTech,120,Business,Organic
C0933,2026-03-27,India,IT Services,39,Business,Organic
C0934,2026-03-28,Canada,SaaS,143,Free,Referral
C0935,2026-04-13,United States,IT Services,48,Free,Partner
C0936,2026-02-21,United States,SaaS,44,Starter,Referral
C0937,2026-04-03,United States,IT Services,166,Business,Sales
C0938,2026-01-22,Germany,FinTech,37,Starter,Referral
C0939,2026-04-18,India,Marketing,3,Free,Referral
C0940,2026-03-01,India,Education,22,Business,Referral
C0941,2026-04-28,United Kingdom,IT Services,1,Free,Organic
C0942,2026-01-17,India,Education,83,Starter,Referral
C0943,2026-03-21,Canada,E-commerce,26,Starter,Referral
C0944,2026-03-10,India,Education,27,Starter,Paid Ads
C0945,2026-01-04,India,Marketing,16,Free,Paid Ads
C0946,2026-04-27,United States,IT Services,4,Free,Organic
C0947,2026-02-20,United States,IT Services,371,Business,Partner
C0948,2026-03-17,Singapore,Healthcare,152,Free,Referral
