ticket_id,customer_id,timestamp,message,category,resolution_time,resolved
ST000879,C0190,2026-04-21 00:00:00,The application has become slower recently.,Performance,42.41,True
ST000880,C0190,2026-04-21 00:00:00,The application shows an unexpected error.,Bug,25.17,True
ST000881,C0191,2026-02-04 21:42:24,I need help changing our account settings.,Account,19.09,True
ST000882,C0191,2026-03-30 13:11:11,The integration keeps failing.,Integration,8.37,True
ST000883,C0191,2026-03-29 15:24:48,I need help with something.,Other,38.33,True
ST000884,C0191,2026-02-07 08:08:45,Our integration stopped working.,Integration,29.44,True
ST000885,C0191,2026-02-18 23:41:26,I cannot access my account.,Account,27.02,True
ST000886,C0192,2026-03-29 00:00:00,The integration is not syncing correctly.,Integration,67.88,True
ST000887,C0192,2026-03-29 00:00:00,I cannot access my account.,Account,1.36,True
ST000888,C0192,2026-03-29 00:00:00,Something is not working correctly.,Bug,54.3,True
ST000889,C0192,2026-04-12 15:46:45,Something is not working correctly.,Bug,65.07,True
ST000890,C0192,2026-03-29 00:00:00,The application has become slower recently.,Performance,59.97,True
ST000891,C0192,2026-04-13 10:00:47,It would be useful to have this feature.,Feature Request,24.02,True
ST000892,C0192,2026-03-29 00:00:00,The integration is not syncing correctly.,Integration,66.47,True
ST000893,C0192,2026-03-29 00:00:00,The dashboard is loading slowly.,Performance,61.5,True
ST000894,C0193,2026-04-19 08:43:29,Our integration stopped working.,Integration,8.0,False
ST000895,C0194,2026-03-12 09:51:23,The integration is not syncing correctly.,Integration,26.12,True
ST000896,C0194,2026-01-15 00:00:00,It would be useful to have this feature.,Feature Request,50.35,True
ST000897,C0194,2026-03-16 00:07:54,I need help changing our account settings.,Account,26.68,False
ST000898,C0194,2026-01-15 00:00:00,We are having problems connecting our tools.,Integration,45.37,False
ST000899,C0194,2026-04-11 23:06:53,The integration is not syncing correctly.,Integration,50.53,False
ST000900,C0194,2026-01-25 08:11:11,I need help with something.,Other,64.25,True
ST000901,C0194,2026-03-02 00:02:40,The dashboard is loading slowly.,Performance,33.39,True
ST000902,C0194,2026-02-07 13:39:38,I have a question about the product.,Other,21.94,True
ST000903,C0195,2026-03-29 00:00:00,The dashboard is loading slowly.,Performance,62.35,True
ST000904,C0196,2026-04-24 00:00:00,I need help changing our account settings.,Account,9.38,True
ST000905,C0196,2026-04-24 00:00:00,The integration keeps failing.,Integration,3.12,True
ST000906,C0196,2026-04-24 00:00:00,The integration keeps failing.,Integration,15.31,True
ST000907,C0196,2026-04-26 19:53:06,The application has become slower recently.,Performance,31.56,True
ST000908,C0196,2026-04-24 00:00:00,Our integration stopped working.,Integration,4.26,False
ST000909,C0196,2026-04-24 00:00:00,I need help changing our account settings.,Account,12.01,True
ST000910,C0196,2026-04-24 00:00:00,The integration is not syncing correctly.,Integration,57.9,True
ST000911,C0196,2026-04-28 18:49:59,Something is not working correctly.,Bug,54.24,True
ST000912,C0197,2026-04-26 15:58:52,I have a question about the product.,Other,3.3,True
ST000913,C0197,2026-03-10 00:00:00,I cannot access my account.,Account,58.37,False
ST000914,C0197,2026-03-10 00:00:00,The dashboard is loading slowly.,Performance,29.89,True
ST000915,C0197,2026-04-06 02:04:09,Can you add more options to the dashboard?,Feature Request,50.15,True
ST000916,C0197,2026-03-10 00:00:00,I need help with something.,Other,24.89,True
ST000917,C0197,2026-03-10 00:00:00,It would be useful to have this feature.,Feature Request,40.79,True
ST000918,C0197,2026-03-10 00:00:00,It would be useful to have this feature.,Feature Request,31.78,True
ST000919,C0198,2026-04-17 15:58:43,I found a bug in the dashboard.,Bug,16.93,False
ST000920,C0198,2026-04-07 00:00:00,I need help with something.,Other,26.96,True
ST000921,C0198,2026-04-07 00:00:00,The application has become slower recently.,Performance,19.11,True
ST000922,C0198,2026-04-07 00:00:00,I have a question about the product.,Other,11.82,False
ST000923,C0198,2026-04-07 00:00:00,Can you add more options to the dashboard?,Feature Request,28.12,True
ST000924,C0198,2026-04-07 00:00:00,I need help with something.,Other,62.36,True
ST000925,C0198,2026-04-07 00:00:00,I have a question about the product.,Other,4.56,True
ST000926,C0198,2026-04-11 00:45:28,I need help with something.,Other,18.16,True
ST000927,C0199,2026-02-04 00:00:00,We are having problems connecting our tools.,Integration,28.03,True
ST000928,C0199,2026-02-04 00:00:00,I have a question about the product.,Other,20.91,True
ST000929,C0199,2026-02-16 01:08:55,The dashboard is loading slowly.,Performance,43.48,True
ST000930,C0199,2026-02-04 00:00:00,It would be useful to have this feature.,Feature Request,33.99,True
ST000931,C0199,2026-04-18 21:19:04,I found a bug in the dashboard.,Bug,63.46,True
ST000932,C0199,2026-02-24 22:41:03,The application has become slower recently.,Performance,6.08,False
ST000933,C0199,2026-02-04 00:00:00,Something is not working correctly.,Bug,11.95,True
ST000934,C0200,2026-04-09 00:00:00,It would be useful to have this feature.,Feature Request,66.0,True
ST000935,C0200,2026-04-20 19:25:17,The integration is not syncing correctly.,Integration,9.01,True
ST000936,C0200,2026-04-09 00:00:00,The application has become slower recently.,Performance,56.81,True
ST000937,C0200,2026-04-09 00:00:00,I need help with something.,Other,58.05,True
ST000938,C0200,2026-04-09 00:00:00,The application shows an unexpected error.,Bug,56.95,False
ST000939,C0201,2026-03-24 00:00:00,It would be useful to have this feature.,Feature Request,8.27,True
ST000940,C0202,2026-02-13 00:00:00,Something is not working correctly.,Bug,69.8,False
ST000941,C0203,2026-03-30 11:59:28,I was charged incorrectly this month.,Billing,2.75,False
ST000942,C0204,2026-02-11 07:36:22,The application has become slower recently.,Performance,62.33,True
ST000943,C0204,2026-02-07 00:00:00,I have a question about the product.,Other,38.98,False
ST000944,C0204,2026-04-28 03:31:55,The integration keeps failing.,Integration,53.54,True
ST000945,C0204,2026-03-18 06:11:19,Our integration stopped working.,Integration,57.53,False
ST000946,C0204,2026-02-07 00:00:00,The integration is not syncing correctly.,Integration,3.51,True
ST000947,C0204,2026-03-02 12:52:57,The integration is not syncing correctly.,Integration,31.83,False
ST000948,C0204,2026-02-07 00:00:00,I have a question about my invoice.,Billing,42.95,True
ST000949,C0205,2026-02-25 00:00:00,I was charged incorrectly this month.,Billing,64.49,True
ST000950,C0205,2026-03-19 17:04:24,I need help with something.,Other,41.81,False
ST000951,C0206,2026-03-19 02:38:26,We are having problems connecting our tools.,Integration,67.76,True
ST000952,C0206,2026-01-21 00:00:00,Something is not working correctly.,Bug,59.45,False
ST000953,C0206,2026-02-11 03:48:22,The dashboard is loading slowly.,Performance,37.86,True
ST000954,C0206,2026-03-05 15:13:35,The application shows an unexpected error.,Bug,2.44,False
ST000955,C0207,2026-04-04 00:41:52,Can you add more options to the dashboard?,Feature Request,70.69,False
ST000956,C0208,2026-02-15 11:03:41,I need help with something.,Other,51.0,True
ST000957,C0208,2026-04-23 16:34:32,I found a bug in the dashboard.,Bug,71.74,True
ST000958,C0209,2026-04-03 00:00:00,I need help with something.,Other,13.81,True
ST000959,C0210,2026-04-23 00:00:00,Why was my payment charged twice?,Billing,29.27,True
ST000960,C0211,2026-04-03 00:00:00,I have a question about the product.,Other,14.9,False
ST000961,C0211,2026-04-03 00:00:00,It would be useful to have this feature.,Feature Request,24.7,False
ST000962,C0211,2026-04-03 00:00:00,The application has become slower recently.,Performance,4.79,False
ST000963,C0211,2026-04-08 07:27:36,I need help with something.,Other,23.02,True
ST000964,C0211,2026-04-03 00:00:00,I have a question about the product.,Other,8.55,True
ST000965,C0211,2026-04-03 00:00:00,The dashboard is loading slowly.,Performance,25.58,False
ST000966,C0212,2026-04-20 05:51:30,Our integration stopped working.,Integration,54.5,True
ST000967,C0213,2026-03-20 10:26:29,I need help with something.,Other,35.08,True
ST000968,C0213,2026-03-18 16:54:25,It would be useful to have this feature.,Feature Request,48.03,True
ST000969,C0214,2026-04-08 00:00:00,I found a bug in the dashboard.,Bug,17.59,True
ST000970,C0214,2026-04-24 17:15:55,I have a question about my invoice.,Billing,8.14,False
ST000971,C0214,2026-04-22 07:15:16,The dashboard is loading slowly.,Performance,23.46,True
ST000972,C0214,2026-04-20 08:54:59,I need help with something.,Other,32.14,True
ST000973,C0214,2026-04-12 11:43:57,We are having problems connecting our tools.,Integration,24.1,True
ST000974,C0214,2026-04-08 00:00:00,I have a question about the product.,Other,17.64,False
ST000975,C0215,2026-04-17 19:58:49,The integration keeps failing.,Integration,62.87,True
ST000976,C0215,2026-03-12 00:00:13,Our integration stopped working.,Integration,63.47,True
ST000977,C0215,2026-01-23 00:00:00,I need help with something.,Other,13.66,True
ST000978,C0215,2026-04-05 00:36:06,Our integration stopped working.,Integration,19.48,True
ST000979,C0215,2026-04-09 12:36:29,The application has become slower recently.,Performance,19.8,False
ST000980,C0215,2026-03-16 21:11:26,The application shows an unexpected error.,Bug,17.92,True
ST000981,C0216,2026-04-24 04:13:35,I have a question about the product.,Other,19.0,True
ST000982,C0216,2026-03-06 00:00:00,Something is not working correctly.,Bug,54.02,True
ST000983,C0216,2026-04-19 04:59:55,The application has become slower recently.,Performance,44.38,True
ST000984,C0216,2026-03-06 00:00:00,Can you add more options to the dashboard?,Feature Request,38.02,True
ST000985,C0216,2026-03-06 00:00:00,I need help with something.,Other,60.01,True
ST000986,C0216,2026-04-24 01:46:55,I have a question about my invoice.,Billing,16.44,True
ST000987,C0217,2026-04-27 00:00:00,I have a question about the product.,Other,67.22,True
ST000988,C0218,2026-03-08 15:06:25,Something is not working correctly.,Bug,42.61,False
ST000989,C0218,2026-01-17 09:54:45,I cannot access my account.,Account,59.18,True
ST000990,C0218,2026-01-30 08:11:24,Something is not working correctly.,Bug,18.19,True
ST000991,C0218,2026-04-13 15:01:36,I need help with something.,Other,23.0,True
ST000992,C0219,2026-04-24 19:06:12,Why was my payment charged twice?,Billing,38.29,True
ST000993,C0219,2026-04-22 00:00:00,I was charged incorrectly this month.,Billing,50.94,True
ST000994,C0219,2026-04-22 00:00:00,I was charged incorrectly this month.,Billing,49.85,True
ST000995,C0219,2026-04-22 00:00:00,I have a question about my invoice.,Billing,41.39,True
ST000996,C0219,2026-04-22 00:00:00,I need help changing our account settings.,Account,21.15,True
ST000997,C0219,2026-04-22 00:00:00,The application shows an unexpected error.,Bug,16.17,True
ST000998,C0219,2026-04-22 00:00:00,The application shows an unexpected error.,Bug,62.0,True
ST000999,C0220,2026-03-22 00:00:00,Our integration stopped working.,Integration,25.57,True
ST001000,C0220,2026-04-24 02:04:02,I need help with something.,Other,42.4,False
ST001001,C0220,2026-03-22 00:00:00,The application has become slower recently.,Performance,6.13,True
ST001002,C0220,2026-03-26 07:51:14,I cannot access my account.,Account,55.95,False
ST001003,C0220,2026-03-22 00:00:00,I need help changing our account settings.,Account,3.47,True
ST001004,C0220,2026-03-22 00:00:00,I need help with something.,Other,62.2,True
ST001005,C0220,2026-03-22 00:00:00,It would be useful to have this feature.,Feature Request,42.19,True
ST001006,C0221,2026-02-27 13:08:36,I have a question about the product.,Other,3.63,True
ST001007,C0221,2026-03-20 08:02:16,I need help changing our account settings.,Account,68.2,False
ST001008,C0221,2026-02-08 00:00:00,I need help with something.,Other,36.75,True
ST001009,C0221,2026-02-08 00:00:00,I need help with something.,Other,39.86,True
ST001010,C0221,2026-03-23 08:23:07,I need help with something.,Other,38.15,False
ST001011,C0221,2026-04-13 03:46:27,Why was my payment charged twice?,Billing,22.02,True
ST001012,C0222,2026-04-18 00:00:00,I need help with something.,Other,28.29,True
ST001013,C0222,2026-04-18 00:00:00,The integration keeps failing.,Integration,25.71,True
ST001014,C0222,2026-04-18 00:00:00,The integration keeps failing.,Integration,24.55,False
ST001015,C0222,2026-04-18 00:00:00,We are having problems connecting our tools.,Integration,36.05,True
ST001016,C0222,2026-04-18 00:00:00,Can you add more options to the dashboard?,Feature Request,21.46,True
ST001017,C0222,2026-04-18 00:00:00,The dashboard is loading slowly.,Performance,41.52,True
ST001018,C0223,2026-03-23 00:00:00,I have a question about the product.,Other,65.59,True
ST001019,C0223,2026-03-23 00:00:00,Our integration stopped working.,Integration,65.42,True
ST001020,C0223,2026-03-23 00:00:00,Our integration stopped working.,Integration,22.22,True
ST001021,C0223,2026-03-23 00:00:00,The dashboard is loading slowly.,Performance,4.21,False
ST001022,C0224,2026-04-19 11:17:36,The application has become slower recently.,Performance,66.41,True
ST001023,C0225,2026-04-16 02:41:11,It would be useful to have this feature.,Feature Request,50.14,True
ST001024,C0225,2026-04-08 17:08:23,I need help with something.,Other,4.46,True
ST001025,C0225,2026-03-19 00:00:00,Can you add more options to the dashboard?,Feature Request,32.24,False
ST001026,C0225,2026-03-19 00:00:00,I need help changing our account settings.,Account,4.94,True
ST001027,C0226,2026-01-31 17:04:40,The dashboard is loading slowly.,Performance,27.7,True
ST001028,C0227,2026-03-11 10:42:40,I have a question about my invoice.,Billing,55.82,True
ST001029,C0227,2026-04-16 21:32:12,I found a bug in the dashboard.,Bug,30.19,True
ST001030,C0228,2026-02-18 07:17:54,I found a bug in the dashboard.,Bug,69.83,True
ST001031,C0228,2026-04-05 01:42:22,The integration keeps failing.,Integration,70.21,False
ST001032,C0228,2026-03-11 20:42:36,Something is not working correctly.,Bug,35.04,True
ST001033,C0229,2026-04-08 00:00:00,I have a question about the product.,Other,13.14,False
ST001034,C0229,2026-04-08 00:00:00,Something is not working correctly.,Bug,8.54,True
ST001035,C0229,2026-04-08 00:00:00,Can you add more options to the dashboard?,Feature Request,67.7,True
ST001036,C0229,2026-04-08 00:00:00,I have a question about my invoice.,Billing,58.29,True
ST001037,C0230,2026-01-27 17:55:31,The application has become slower recently.,Performance,47.38,False
ST001038,C0230,2026-02-28 08:20:40,I need help with something.,Other,37.88,False
ST001039,C0230,2026-02-25 14:54:02,I need help with something.,Other,69.84,True
ST001040,C0230,2026-02-25 19:33:18,I found a bug in the dashboard.,Bug,69.28,True
ST001041,C0230,2026-04-08 00:52:16,Can you add more options to the dashboard?,Feature Request,3.16,False
ST001042,C0230,2026-03-25 00:05:46,The dashboard is loading slowly.,Performance,48.65,True
ST001043,C0231,2026-03-19 14:59:14,The application shows an unexpected error.,Bug,64.46,True
ST001044,C0231,2026-03-11 00:00:00,It would be useful to have this feature.,Feature Request,29.52,True
ST001045,C0231,2026-03-11 00:00:00,The integration is not syncing correctly.,Integration,70.58,True
ST001046,C0232,2026-04-10 00:00:00,Our integration stopped working.,Integration,50.3,True
ST001047,C0232,2026-04-10 00:00:00,The application shows an unexpected error.,Bug,31.07,True
ST001048,C0232,2026-04-10 00:00:00,I found a bug in the dashboard.,Bug,45.36,True
ST001049,C0232,2026-04-10 00:00:00,I need help changing our account settings.,Account,31.56,True
ST001050,C0232,2026-04-10 00:00:00,I cannot access my account.,Account,26.25,True
ST001051,C0232,2026-04-10 00:00:00,I cannot access my account.,Account,60.66,True
ST001052,C0232,2026-04-26 13:05:51,I need help with something.,Other,11.39,True
ST001053,C0233,2026-04-29 00:00:00,I need help with something.,Other,38.41,False
ST001054,C0233,2026-04-29 00:00:00,I need help changing our account settings.,Account,24.22,True
ST001055,C0233,2026-04-29 00:00:00,I need help with something.,Other,25.36,True
ST001056,C0233,2026-04-29 00:00:00,It would be useful to have this feature.,Feature Request,56.9,True
ST001057,C0233,2026-04-29 00:00:00,I cannot access my account.,Account,35.54,True
ST001058,C0233,2026-04-29 00:00:00,I was charged incorrectly this month.,Billing,28.45,True
ST001059,C0233,2026-04-29 00:00:00,I found a bug in the dashboard.,Bug,25.1,False
ST001060,C0234,2026-04-11 20:23:12,I need help with something.,Other,22.64,True
ST001061,C0234,2026-03-09 00:00:00,I have a question about the product.,Other,50.19,True
ST001062,C0234,2026-04-10 00:23:00,The application shows an unexpected error.,Bug,36.41,True
ST001063,C0234,2026-03-09 00:00:00,Our integration stopped working.,Integration,30.16,True
ST001064,C0235,2026-04-28 00:00:00,The application shows an unexpected error.,Bug,25.8,True
ST001065,C0236,2026-03-02 17:31:45,The application shows an unexpected error.,Bug,8.76,True
ST001066,C0236,2026-01-13 04:13:21,We are having problems connecting our tools.,Integration,63.17,True
ST001067,C0236,2026-04-23 16:29:03,Can you add more options to the dashboard?,Feature Request,47.19,True
ST001068,C0236,2026-03-29 00:37:14,I found a bug in the dashboard.,Bug,14.05,False
ST001069,C0237,2026-03-25 06:14:04,I need help with something.,Other,64.85,True
ST001070,C0237,2026-03-18 00:00:00,I need help with something.,Other,67.38,True
ST001071,C0237,2026-03-18 00:00:00,The application has become slower recently.,Performance,34.66,False
ST001072,C0237,2026-03-18 00:00:00,I was charged incorrectly this month.,Billing,58.6,False
ST001073,C0237,2026-03-18 00:00:00,The dashboard is loading slowly.,Performance,18.43,True
ST001074,C0238,2026-02-11 00:00:00,I need help with something.,Other,52.21,True
ST001075,C0238,2026-02-28 17:20:42,I have a question about my invoice.,Billing,71.87,True
ST001076,C0238,2026-03-27 17:50:43,I cannot access my account.,Account,6.9,True
ST001077,C0238,2026-04-21 16:38:05,It would be useful to have this feature.,Feature Request,50.44,True
ST001078,C0238,2026-02-11 00:00:00,Our integration stopped working.,Integration,61.08,False
ST001079,C0238,2026-02-11 00:00:00,The application shows an unexpected error.,Bug,55.83,True
ST001080,C0238,2026-04-11 20:56:52,I have a question about the product.,Other,52.7,True
ST001081,C0238,2026-02-11 00:00:00,I was charged incorrectly this month.,Billing,5.76,True
ST001082,C0239,2026-03-04 00:00:00,The integration is not syncing correctly.,Integration,34.43,True
ST001083,C0239,2026-03-04 00:00:00,I have a question about the product.,Other,57.71,True
ST001084,C0240,2026-03-07 21:43:43,Something is not working correctly.,Bug,4.09,True
ST001085,C0240,2026-02-01 05:31:27,I found a bug in the dashboard.,Bug,40.96,True
ST001086,C0240,2026-01-28 10:52:45,I need help with something.,Other,71.11,True
ST001087,C0240,2026-03-21 00:12:27,I have a question about the product.,Other,54.65,True
ST001088,C0240,2026-02-25 18:06:53,I have a question about the product.,Other,34.22,True
ST001089,C0241,2026-04-19 19:35:33,The integration keeps failing.,Integration,40.84,True
ST001090,C0241,2026-01-24 01:35:22,I have a question about the product.,Other,60.21,True
ST001091,C0242,2026-04-29 00:00:00,I was charged incorrectly this month.,Billing,18.96,True
ST001092,C0242,2026-04-29 00:00:00,The integration is not syncing correctly.,Integration,27.65,False
ST001093,C0242,2026-04-29 00:00:00,I have a question about the product.,Other,23.58,True
ST001094,C0242,2026-04-29 00:00:00,Can you add more options to the dashboard?,Feature Request,37.79,True
ST001095,C0243,2026-02-27 07:30:27,The integration keeps failing.,Integration,20.97,False
ST001096,C0243,2026-02-28 00:10:26,The dashboard is loading slowly.,Performance,59.67,True
ST001097,C0243,2026-03-31 07:52:25,The integration is not syncing correctly.,Integration,51.97,True
ST001098,C0243,2026-04-25 08:36:53,I have a question about the product.,Other,5.15,True
ST001099,C0244,2026-04-23 00:00:00,I have a question about the product.,Other,50.77,False
ST001100,C0245,2026-04-17 00:00:00,The integration keeps failing.,Integration,65.33,True
ST001101,C0245,2026-04-17 00:00:00,I have a question about the product.,Other,59.86,True
ST001102,C0245,2026-04-17 00:00:00,I have a question about the product.,Other,36.31,False
ST001103,C0245,2026-04-17 00:00:00,Our integration stopped working.,Integration,27.24,True
ST001104,C0245,2026-04-17 00:00:00,The integration keeps failing.,Integration,58.09,True
ST001105,C0245,2026-04-17 00:00:00,The dashboard is loading slowly.,Performance,26.67,True
ST001106,C0245,2026-04-17 00:00:00,I was charged incorrectly this month.,Billing,34.35,False
ST001107,C0245,2026-04-17 00:00:00,The integration is not syncing correctly.,Integration,60.82,True
ST001108,C0246,2026-04-14 00:00:00,Our integration stopped working.,Integration,37.62,True
ST001109,C0246,2026-04-14 00:00:00,I have a question about the product.,Other,1.01,True
ST001110,C0246,2026-04-14 00:00:00,We are having problems connecting our tools.,Integration,45.43,True
ST001111,C0246,2026-04-14 00:00:00,The dashboard is loading slowly.,Performance,3.44,True
ST001112,C0246,2026-04-27 21:05:48,I have a question about the product.,Other,21.63,True
ST001113,C0246,2026-04-14 00:00:00,The integration is not syncing correctly.,Integration,33.77,True
ST001114,C0246,2026-04-14 00:00:00,The application has become slower recently.,Performance,44.68,True
ST001115,C0247,2026-03-23 06:10:30,The application shows an unexpected error.,Bug,66.78,True
ST001116,C0247,2026-02-09 00:00:00,I need help changing our account settings.,Account,67.19,False
ST001117,C0247,2026-03-14 03:26:13,The application has become slower recently.,Performance,7.06,True
ST001118,C0247,2026-03-07 05:39:36,The integration keeps failing.,Integration,54.56,True
ST001119,C0247,2026-02-09 20:12:21,I have a question about the product.,Other,28.98,True
ST001120,C0248,2026-03-15 04:09:41,I need help with something.,Other,22.99,True
ST001121,C0248,2026-01-31 00:00:00,Why was my payment charged twice?,Billing,66.06,False
ST001122,C0248,2026-02-28 03:18:36,The application has become slower recently.,Performance,71.33,True
ST001123,C0248,2026-04-08 19:24:37,The application has become slower recently.,Performance,69.17,False
ST001124,C0249,2026-02-11 04:07:49,I cannot access my account.,Account,12.36,True
ST001125,C0249,2026-02-24 10:07:16,The dashboard is loading slowly.,Performance,43.7,True
ST001126,C0249,2026-03-31 14:56:40,The dashboard is loading slowly.,Performance,51.98,True
ST001127,C0249,2026-01-25 19:38:33,I need help with something.,Other,10.05,True
ST001128,C0249,2026-04-24 10:08:07,I need help changing our account settings.,Account,36.34,True
ST001129,C0249,2026-01-25 08:21:30,The application has become slower recently.,Performance,8.18,True
ST001130,C0249,2026-02-23 04:28:15,It would be useful to have this feature.,Feature Request,44.45,False
ST001131,C0250,2026-01-31 00:00:00,I have a question about the product.,Other,10.86,True
ST001132,C0251,2026-04-23 00:00:00,Something is not working correctly.,Bug,48.5,True
ST001133,C0251,2026-04-23 00:00:00,We are having problems connecting our tools.,Integration,21.55,True
ST001134,C0251,2026-04-23 00:00:00,The integration is not syncing correctly.,Integration,64.92,False
ST001135,C0251,2026-04-23 00:00:00,I found a bug in the dashboard.,Bug,47.77,False
ST001136,C0252,2026-03-14 00:00:00,I cannot access my account.,Account,59.05,True
ST001137,C0252,2026-03-14 00:00:00,The application has become slower recently.,Performance,15.7,True
ST001138,C0252,2026-04-03 22:52:08,The application has become slower recently.,Performance,67.36,True
ST001139,C0253,2026-03-26 08:33:39,I need help with something.,Other,51.45,True
ST001140,C0253,2026-04-02 05:01:38,The integration keeps failing.,Integration,41.23,False
ST001141,C0253,2026-02-24 02:21:47,I need help changing our account settings.,Account,25.98,True
ST001142,C0253,2026-02-01 02:03:52,The dashboard is loading slowly.,Performance,19.54,True
ST001143,C0253,2026-04-01 04:06:19,The application shows an unexpected error.,Bug,57.37,True
ST001144,C0254,2026-03-03 13:17:27,Our integration stopped working.,Integration,71.4,True
ST001145,C0254,2026-02-28 19:15:54,I found a bug in the dashboard.,Bug,2.18,True
ST001146,C0254,2026-03-13 19:37:39,I have a question about the product.,Other,54.75,True
ST001147,C0254,2026-01-25 17:50:27,I cannot access my account.,Account,48.08,True
ST001148,C0255,2026-04-04 00:00:00,I have a question about the product.,Other,4.47,False
ST001149,C0255,2026-04-25 11:38:09,Something is not working correctly.,Bug,24.46,False
ST001150,C0255,2026-04-29 11:33:16,Our integration stopped working.,Integration,60.13,True
ST001151,C0255,2026-04-10 17:09:06,The dashboard is loading slowly.,Performance,62.04,True
ST001152,C0255,2026-04-04 00:00:00,The application shows an unexpected error.,Bug,27.23,True
ST001153,C0255,2026-04-04 00:00:00,I found a bug in the dashboard.,Bug,47.58,False
ST001154,C0255,2026-04-04 00:00:00,I have a question about the product.,Other,44.26,True
ST001155,C0255,2026-04-04 00:00:00,I need help changing our account settings.,Account,13.24,True
ST001156,C0256,2026-03-04 00:00:00,The application shows an unexpected error.,Bug,28.13,True
ST001157,C0256,2026-03-27 12:38:11,Our integration stopped working.,Integration,6.12,True
ST001158,C0257,2026-04-21 11:53:23,I need help with something.,Other,58.29,False
ST001159,C0257,2026-04-15 00:00:00,I need help with something.,Other,63.79,True
ST001160,C0258,2026-04-15 13:40:57,The integration keeps failing.,Integration,59.47,True
ST001161,C0258,2026-04-02 21:21:43,I have a question about the product.,Other,59.25,True
ST001162,C0258,2026-01-09 00:00:00,We are having problems connecting our tools.,Integration,28.81,True
ST001163,C0258,2026-02-05 01:22:33,I have a question about the product.,Other,57.65,True
ST001164,C0258,2026-03-29 22:52:51,The dashboard is loading slowly.,Performance,1.48,True
ST001165,C0259,2026-04-08 00:00:00,I need help changing our account settings.,Account,31.56,True
ST001166,C0259,2026-04-29 06:49:20,The application shows an unexpected error.,Bug,67.52,True
ST001167,C0259,2026-04-08 00:00:00,I found a bug in the dashboard.,Bug,16.36,True
ST001168,C0259,2026-04-08 00:00:00,Why was my payment charged twice?,Billing,6.86,True
ST001169,C0260,2026-03-18 06:13:01,I need help changing our account settings.,Account,48.39,True
ST001170,C0260,2026-03-10 00:00:00,I have a question about my invoice.,Billing,1.73,True
ST001171,C0261,2026-04-09 00:00:00,I need help with something.,Other,49.87,True
ST001172,C0261,2026-04-09 00:00:00,The application shows an unexpected error.,Bug,18.91,False
ST001173,C0261,2026-04-09 00:00:00,Why was my payment charged twice?,Billing,18.33,True
ST001174,C0262,2026-03-19 03:06:50,Can you add more options to the dashboard?,Feature Request,33.95,True
ST001175,C0263,2026-02-13 05:20:33,I need help with something.,Other,28.61,True
ST001176,C0263,2026-04-01 08:12:10,Why was my payment charged twice?,Billing,13.65,True
ST001177,C0263,2026-04-29 18:19:36,I need help with something.,Other,24.8,True
ST001178,C0263,2026-01-17 00:00:00,Why was my payment charged twice?,Billing,4.23,True
ST001179,C0263,2026-04-13 07:42:06,I need help with something.,Other,11.9,True
ST001180,C0263,2026-04-06 14:40:39,It would be useful to have this feature.,Feature Request,30.81,True
ST001181,C0263,2026-03-17 15:31:44,Our integration stopped working.,Integration,23.2,True
ST001182,C0263,2026-03-09 09:21:04,The application has become slower recently.,Performance,39.49,True
ST001183,C0264,2026-03-29 09:36:04,I have a question about the product.,Other,45.9,True
ST001184,C0264,2026-03-26 00:00:00,I have a question about the product.,Other,14.31,True
ST001185,C0264,2026-03-26 00:00:00,I was charged incorrectly this month.,Billing,21.67,True
ST001186,C0264,2026-03-26 00:00:00,I need help with something.,Other,43.3,True
ST001187,C0264,2026-04-12 07:37:14,I cannot access my account.,Account,36.84,False
ST001188,C0265,2026-03-02 00:00:00,The dashboard is loading slowly.,Performance,57.79,True
ST001189,C0265,2026-03-02 00:00:00,I was charged incorrectly this month.,Billing,10.5,False
ST001190,C0265,2026-04-01 17:50:15,I found a bug in the dashboard.,Bug,22.9,False
ST001191,C0265,2026-03-19 02:34:58,The dashboard is loading slowly.,Performance,71.33,True
ST001192,C0265,2026-03-24 12:56:02,It would be useful to have this feature.,Feature Request,10.99,True
ST001193,C0266,2026-03-12 00:00:00,I need help with something.,Other,19.49,True
ST001194,C0266,2026-03-12 00:00:00,I have a question about my invoice.,Billing,60.98,False
ST001195,C0266,2026-03-12 00:00:00,Something is not working correctly.,Bug,34.07,True
ST001196,C0266,2026-03-16 14:47:15,I need help changing our account settings.,Account,70.86,True
ST001197,C0266,2026-04-28 16:47:11,The integration keeps failing.,Integration,41.1,True
ST001198,C0266,2026-03-12 00:00:00,I have a question about the product.,Other,34.76,True
ST001199,C0266,2026-03-12 00:00:00,The application has become slower recently.,Performance,56.68,True
ST001200,C0266,2026-03-12 00:00:00,I cannot access my account.,Account,7.94,True
ST001201,C0267,2026-02-02 12:09:56,The application shows an unexpected error.,Bug,13.04,False
ST001202,C0267,2026-03-01 13:14:57,We are having problems connecting our tools.,Integration,43.29,False
ST001203,C0267,2026-03-24 12:05:26,Why was my payment charged twice?,Billing,67.63,True
ST001204,C0267,2026-03-29 15:23:24,We are having problems connecting our tools.,Integration,25.52,False
ST001205,C0267,2026-02-16 20:08:50,The application shows an unexpected error.,Bug,15.38,True
ST001206,C0268,2026-03-05 17:02:55,I have a question about the product.,Other,16.54,True
ST001207,C0268,2026-02-06 10:39:43,I have a question about the product.,Other,28.23,False
